Section - Id,Section - Phase Cond,Section - Amp Rating,Section - Dist,Section - Phasing,Volts - Out,Volts - Drop,Into - Amps,Into - pf,% Ldg - Cont,% Ldg - Emer,In - kW,In - kvar,Into - kW,Into - kvar,Into - c.kVA,Into - Cust,Loss - kW,Loss - kvar,Load Cat,Desc
09712314_09712315,3-#2_AL_B,180,7.57,AB N,121.6,0,1.8,93.2,1,1,8,3,23,9,75,2,0,0,---,P710872 TO P710873
09712315_09712316,3-#2_AL_B,180,7.81,AB N,121.6,0,1.2,93.2,1,1,0,0,16,6,50,2,0,0,---,P710873 TO P710874
09712316_09712317,3-#2_AL_B,180,8.02,AB N,121.6,0,1.2,93.2,1,1,16,6,16,6,50,2,0,0,---,P710874 TO P711586
09715003A_09715004,1C#2SAPECN,108,11.05,A CN,120.3,0,0.6,93.2,1,1,0,0,8,3,25,1,0,0,---,P136306 TO D145953
09715004_09715005,1C#2SAPECN,108,11.06,A CN,120.3,0,0.6,93.2,1,1,8,3,8,3,25,1,0,0,---,D145953 TO CG199999
09715901_09715902,3-#4_CU_C,180,12.19,ABCN,119.8,0,5.7,93.2,3,3,0,0,110,43,359,22,0,0,---,P104913 TO 971-27
09715936A_09712248,3-336_AL_C,530,8.3,ABCN,121.6,0,10.5,93.2,2,2,0,0,205,80,655,29,0,0,---,971971 TO P113192
097163A_097164,3-636_AL_C,770,12.76,ABCN,119.6,0.1,254.7,97.8,33,33,23,9,5159,1110,16322,1016,1,5,---,971-26R TO P415194
097164_097165,3-636_AL_C,770,12.97,ABCN,119.5,0,253.5,97.8,33,33,0,0,5135,1095,16247,1014,1,5,---,P415194 TO P215403
097165_097166,3-636_AL_C,770,13.23,ABCN,119.5,0.1,253.5,97.8,33,33,0,0,5134,1091,16247,1014,1,6,---,P215403 TO P215402
097166_097167,3-636_AL_C,770,13.45,ABCN,119.4,0.1,253.5,97.8,33,33,15,6,5133,1085,16247,1014,1,5,---,P215402 TO P215401
097167_097168,3-636_AL_C,770,13.75,ABCN,119.4,0.1,252.7,97.9,33,33,0,0,5116,1074,16197,1013,2,7,---,P215401 TO P215400
097168_09716801,3-#2_AL_B,180,13.82, BCN,119.6,0,1.8,93.2,1,1,8,3,23,9,75,3,0,0,---,P215400 TO P136600
097168_097169,3-636_AL_C,770,14.05,ABCN,119.3,0.1,251.6,97.9,33,33,0,0,5092,1058,16122,1010,2,7,---,P215400 TO P215399
097169_097170,3-636_AL_C,770,14.41,ABCN,119.2,0.1,251.6,97.9,33,33,0,0,5090,1051,16122,1010,2,8,---,P215399 TO P215398
097170_097171,3-636_AL_C,770,14.58,ABCN,119.2,0,251.6,98,33,33,0,0,5088,1043,16122,1010,1,4,---,P215398 TO P817020
097171_09717101,3-#2_AL_B,180,14.62,A CN,119.2,0,3,93.2,2,2,8,3,38,15,125,11,0,0,---,P817020 TO P817021
097171_097172,3-636_AL_C,770,14.87,ABCN,119.1,0.1,249.6,98,32,32,0,0,5049,1025,15998,999,2,7,---,P817020 TO P215396
097172_097173,3-636_AL_C,770,15.15,ABCN,119,0.1,249.6,98,32,32,0,0,5048,1018,15998,999,1,6,---,P215396 TO P117503
097173_097174,3-636_AL_C,770,15.4,ABCN,119,0.1,245.9,98.1,32,32,0,0,4973,984,15757,992,1,6,---,P117503 TO P318081
097174_09717401,3-#2_AL_B,180,15.46, BCN,119.3,0,1.8,93.2,1,1,8,3,23,9,75,4,0,0,---,P318081 TO P612068
097174_097175,3-636_AL_C,770,15.62,ABCN,118.9,0,244.7,98.1,32,32,0,0,4949,970,15683,988,1,5,---,P318081 TO P117502
097175_09717501,3-#4_CU_B,180,15.9,A CN,118.9,0,0.6,93.2,0,0,0,0,8,3,25,1,0,0,---,P117502 TO P416773
097175_097176,3-636_AL_C,770,15.83,ABCN,118.9,0,244.3,98.2,32,32,8,3,4941,962,15658,987,1,5,---,P117502 TO P107143
097176_097177,3-636_AL_C,770,16.02,ABCN,118.9,0,244,98.2,32,32,0,0,4932,955,15633,986,1,4,---,P107143 TO P117501
097177_09717701,3-#4_CU_C,180,16.23,ABCN,118.9,0,5.1,93.2,3,3,0,0,98,38,325,12,0,0,---,P117501 TO P511592
097177_09717720,3-#2_AL_B,180,16.24,A CN,118.8,0,0.6,93.2,0,0,0,0,8,3,25,3,0,0,---,P117501 TO P810675
097177_097178,3-636_AL_C,770,16.2,ABCN,118.8,0,238.5,98.3,31,31,0,0,4825,910,15283,971,1,4,---,P117501 TO P161001
097178_097179,3-636_AL_C,770,16.4,ABCN,118.8,0,238.5,98.3,31,31,0,0,4824,906,15283,971,1,4,---,P161001 TO P115984
097179_09717992,3-#2_AL_C,180,16.51,ABCN,118.8,0,1.2,93.2,1,1,0,0,23,9,75,5,0,0,---,P115984 TO P814821
097179_097180,3-636_AL_C,770,16.55,ABCN,118.8,0,210.1,98.7,27,27,8,3,4266,686,13434,873,1,2,---,P115984 TO P161003
097180_097181,3-636_AL_C,770,16.83,ABCN,118.7,0,209.7,98.7,27,27,0,0,4258,681,13409,873,1,4,---,P161003 TO P161004
097181_097182,3-636_AL_C,770,17.1,ABCN,118.7,0,209.7,98.8,27,27,0,0,4257,677,13409,873,1,4,---,P161004 TO 971-310
FU 09712223_09712223A,Device Conductor 125A,125,7.28,A CN,121.6,0,4.6,93.2,4,4,8,3,60,23,190,14,0,0,---,P117455
FU 09712245_09712245A,Device Conductor 30A,30,7.84,A  N,121.5,0,4.8,93.2,16,16,0,0,31,12,100,1,0,0,---,P719679
FU 09715902_09715902A,Device Conductor 75A,75,12.2,ABCN,119.8,0,5.7,93.2,8,8,0,0,110,43,359,22,0,0,---,971-27
FU 097173_097173A,Device Conductor 50A,50,15.16,ABCN,119,0,3.8,93.2,8,8,0,0,73,28,240,7,0,0,---,P117503
FU 097179_097179A,Device Conductor 150A,150,16.41,ABCN,118.8,0,27.8,93.3,19,19,0,0,534,207,1774,93,0,0,---,P115984
SW 097182_097182A,Device Conductor 600A,600,17.11,ABCN,118.7,0,209.7,98.8,35,35,0,0,4256,672,13409,873,0,0,---,971-310
09712223A_09712224,3-#2_AL_B,180,7.63,A CN,121.6,0,4,93.2,2,2,0,0,52,20,165,10,0,0,---,P117455 TO P619372
