Section - Id,Fault - Location,Phase - Conductor,Dist - kFt,Phase - Config,Nominal - kV,Symmetrical Amps - LG Min,Symmetrical Amps - LG Max,Symmetrical Amps - LL,Symmetrical Amps - LLG,Symmetrical Amps - 3Ph,Cumulative Impedance (Ohms) - R1,Cumulative Impedance (Ohms) - X1,Cumulative Impedance (Ohms) - R0,Cumulative Impedance (Ohms) - X0,Asymmetrical Amps - LG Min,Asymmetrical Amps - LG Max,Asymmetrical Amps - LL,Asymmetrical Amps - LLG,Asymmetrical Amps - 3Ph Avg,Asymmetrical Amps - 3Ph Max
0480203_0480204,M1983469400 TO D1983469402,1C#2SAPECN,1.1,  CN,12,172,8268,---,---,---,0.1742,0.5101,0.2718,1.416,172,11393,---,---,---,---
04805A_0480501,P832356 TO D1992269408,2ALPECNPID,1.75, BCN,12,173,8124,11002,11393,---,0.1358,0.5282,0.1556,1.4663,173,11980,15131,16800,---,---
04806A_0480601,P832369 TO H1993069412,1C#2SAPECN,2.02,AB N,12,172,7351,10100,10446,---,0.1834,0.5651,0.3291,1.6104,172,10134,13251,14402,---,---
0480702_0480703,P832365 TO CG199999,3-#6_CU_B,2.15, BCN,12,172,6880,9692,10000,---,0.1707,0.5951,0.2644,1.7697,172,9854,13047,14323,---,---
0480702_0480704,P832365 TO P1997469363,3-#6_CU_B,2.32, BCN,12,172,6442,8964,9255,---,0.2435,0.6235,0.3466,1.8702,172,8793,11290,12632,---,---
04808A_0480801,480-9 TO P832358,3-#4_CU_B,2.29,AB N,12,172,6705,9601,9894,---,0.1445,0.608,0.245,1.8373,172,9843,13400,14523,---,---
04808A_04809,480-9 TO P832361,3-1033A_G,2.3,ABCN,12,173,6763,9814,10105,11332,0.1049,0.6023,0.2063,1.8405,173,10260,14413,15330,14126,16643
04809_048010,P832361 TO P832372,3-1033A_G,2.42,ABCN,12,173,6567,9604,9882,11089,0.107,0.6155,0.2147,1.9046,173,9964,14110,14992,13826,16293
048010_048011,P832372 TO P931483,3-1033A_G,2.57,ABCN,12,173,6338,9352,9616,10798,0.1095,0.6322,0.2253,1.985,173,9615,13747,14589,13468,15873
048011_048012,P931483 TO P2002769421,3-1033A_G,2.72,ABCN,12,172,6126,9116,9367,10526,0.112,0.6486,0.2357,2.0644,172,9294,13406,14211,13132,15480
048012_04801201,P2002769421 TO P2003069427,3-#4_CU_B,2.78, BCN,12,172,6007,8931,9178,---,0.1296,0.6592,0.257,2.1028,172,9001,12875,13751,---,---
048012_048013,P2002769421 TO P2004169424,3-1033A_G,2.95,ABCN,12,172,5818,8766,8999,10122,0.1159,0.6746,0.2522,2.1901,172,8827,12900,13653,12633,14895
048013_04801301,P2004169424 TO CG199999,3-1033A_G,2.96,ABCN,12,172,5806,8751,8984,10105,0.1161,0.6757,0.2529,2.1955,172,8808,12879,13630,12613,14871
048013_048014,P2004169424 TO P931482,3-1033A_G,3.08,ABCN,12,172,5656,8578,8803,9905,0.1182,0.6894,0.2616,2.2617,172,8581,12628,13354,12366,14581
048014_04801401,P931482 TO P735172,3-#4_CU_C,3.19,ABCN,12,172,5489,8312,8530,9598,0.1476,0.7065,0.2971,2.3268,172,8171,11865,12699,11748,13701
048014_048015,P931482 TO P931471,3-1033A_G,3.24,ABCN,12,172,5477,8367,8582,9661,0.1208,0.7069,0.2726,2.3461,172,8309,12322,13018,12064,14228
048015_04801501,P931471 TO P735171,3-#4_CU_C,3.35,ABCN,12,172,5320,8114,8323,9369,0.1503,0.724,0.3082,2.4113,172,7924,11594,12396,11475,13388
048015_04801504,P931471 TO P931476,3-#4_CU_C,3.3,ABCN,12,172,5391,8230,8441,9503,0.1367,0.7161,0.2918,2.3812,172,8097,11920,12678,11740,13764
048015_048016,P931471 TO 480-70CF,3-1033A_G,3.4,ABCN,12,172,5305,8161,8367,9424,0.1235,0.7247,0.284,2.4324,172,8048,12024,12693,11771,13885
048016_048017,480-70CF TO P931425,3-1033A_G,3.58,ABCN,12,172,5119,7936,8132,9164,0.1267,0.7454,0.2971,2.5322,172,7765,11697,12336,11449,13507
048017_04801701,P931425 TO P931427,3-#4_CU_B,3.69,AB N,12,172,4981,7703,7894,---,0.1562,0.7631,0.3327,2.5963,172,7427,11033,11771,---,---
048017_048018,P931425 TO P931399,3-1033A_G,3.71,ABCN,12,172,4995,7784,7974,8989,0.1289,0.7599,0.3063,2.6026,172,7578,11477,12096,11233,13253
048018_048019,P931399 TO P2014169447,3-1033A_G,3.94,ABCN,12,172,4794,7535,7714,8700,0.1327,0.7852,0.3223,2.7247,172,7273,11114,11701,10876,12834
048019_048020,P2014169447 TO P931428,3-1033A_G,4.1,ABCN,12,172,4660,7365,7537,8504,0.1355,0.8033,0.3338,2.8124,172,7069,10868,11434,10633,12549
048020_048021,P931428 TO P931429,3-1033A_G,4.29,ABCN,12,172,4514,7178,7344,8289,0.1387,0.8243,0.3471,2.9136,172,6847,10596,11140,10366,12236
048021_04802101,P931429 TO P931436,3-#4_CU_B,4.4, BCN,12,172,4403,6982,7143,---,0.1692,0.8426,0.3839,2.9799,172,6574,10031,10666,---,---
048021_048022,P931429 TO P931433,3-1033A_G,4.42,ABCN,12,172,4416,7052,7212,8143,0.1409,0.8391,0.3565,2.9854,172,6698,10412,10940,10185,12023
048022_048023,P931433 TO P931402,3-1033A_G,4.49,ABCN,12,172,4365,6986,7144,8067,0.1421,0.847,0.3616,3.0236,172,6621,10316,10837,10091,11912
048023_048024,P931402 TO P931744,3-1033A_G,4.63,ABCN,12,172,4268,6859,7013,7920,0.1445,0.8627,0.3715,3.0996,172,6474,10131,10637,9909,11699
048024_04802401,P931744 TO CG199999,3-1033A_G,4.64,ABCN,12,172,4261,6850,7003,7910,0.1447,0.8639,0.3722,3.1051,172,6463,10118,10623,9896,11684
048024_048025,P931744 TO P931749,3-1033A_G,4.78,ABCN,12,172,4171,6732,6881,7774,0.147,0.879,0.3819,3.1785,172,6327,9946,10438,9727,11485
048025_04802501,P931749 TO P931701,3-#6_CU_B,4.91,AB N,12,172,4050,6492,6638,---,0.2042,0.9013,0.4465,3.2575,172,5975,9139,9792,---,---
048025_04802504,P931749 TO P931704,3-#6_CU_B,4.94,A CN,12,172,4025,6442,6587,---,0.216,0.906,0.4599,3.2738,172,5906,8986,9665,---,---
048025_048026,P931749 TO P931712,3-1033A_G,4.89,ABCN,12,172,4099,6636,6782,7663,0.1489,0.8918,0.3899,3.2399,172,6218,9807,10287,9590,11324
048026_048027,P931712 TO 480-7,3-1033A_G,5.02,ABCN,12,172,4016,6526,6668,7535,0.1512,0.9069,0.3996,3.3132,172,6092,9645,10114,9432,11137
0480501_0480502,D1992269408 TO B1994669410,1C#2SAPECN,2.1, BCN,12,172,7381,9745,10112,---,0.2557,0.5601,0.3761,1.5524,172,9636,11841,13202,---,---
0480502_0480503,B1994669410 TO D1992569384,1C#2SAPECN,2.56, BCN,12,171,6420,8207,8544,---,0.4143,0.6024,0.6678,1.6663,171,7566,9104,10069,---,---
0480601_0480602,H1993069412 TO D1993069418,#2_CU_PECN,2.12,AB N,12,172,7253,9911,10256,---,0.2034,0.5702,0.3663,1.6189,172,9810,12739,13872,---,---
0480601_0480603,H1993069412 TO H1989969427,#2_CU_PECN,2.44,AB N,12,172,6944,9327,9667,---,0.2651,0.5861,0.4811,1.645,172,8913,11359,12408,---,---
0480603_0480604,H1989969427 TO D1988569432,#2_CU_PECN,2.72,AB N,12,171,6666,8822,9157,---,0.3198,0.6002,0.5829,1.6681,171,8230,10345,11305,---,---
0480604_0480605,D1988569432 TO D1985769437,1C#2SAPECN,2.88,AB N,12,171,6360,8334,8658,---,0.3746,0.6148,0.6837,1.7074,171,7611,9484,10360,---,---
0480605_0480606,D1985769437 TO H127737,1C#2SAPECN,3.09,AB N,12,171,5976,7732,8043,---,0.4472,0.6342,0.8173,1.7596,171,6914,8534,9306,---,---
0480606_0480607,H127737 TO D208580,1C#2SAPECN,3.25,AB N,12,170,5710,7324,7626,---,0.5006,0.6484,0.9155,1.798,170,6474,7946,8647,---,---
0480801_0480802,P832358 TO P832357,3-#4_CU_B,2.39,AB N,12,172,6482,9263,9547,---,0.1719,0.6245,0.2781,1.8968,172,9336,12574,13751,---,---
FU 04801201_04801201A,P2003069427,Device Conductor 20A,2.79, BCN,12,172,6007,8931,9177,---,0.1296,0.6592,0.257,2.1028,172,9001,12875,13751,---,---
FU 048019_048019A,P2014169447,Device Conductor 10A,3.95, BCN,12,172,4794,7535,7714,---,0.1327,0.7852,0.3223,2.7247,172,7273,11114,11701,---,---
FU 048023_048023A,P931402,Device Conductor 125A,4.5,ABCN,12,172,4365,6986,7144,8067,0.1421,0.847,0.3616,3.0236,172,6621,10316,10837,10091,11912
SW 048027_048027A,480-7,Device Conductor 600A,5.03,ABCN,12,172,4016,6526,6668,7535,0.1512,0.9069,0.3996,3.3132,172,6092,9645,10114,9432,11137
04801201A_04801202,P2003069427 TO D2001769435,#4_CU_PECN,3.09, BCN,12,172,5781,8455,8698,---,0.2199,0.6747,0.4187,2.1419,172,8018,11084,12064,---,---
04801202_04801203,D2001769435 TO CG199999,#4_CU_PECN,3.1, BCN,12,172,5773,8438,8680,---,0.223,0.6752,0.4243,2.1432,172,7988,11030,12010,---,---
04801202_04801204,D2001769435 TO D2000769455,#4_CU_PECN,3.34, BCN,12,171,5566,8003,8242,---,0.2977,0.688,0.5583,2.1757,171,7301,9846,10811,---,---
04801204_04801205,D2000769455 TO CG199999,#4_CU_PECN,3.35, BCN,12,171,5557,7985,8223,---,0.3008,0.6886,0.5639,2.177,171,7275,9802,10765,---,---
04801401_04801402,P735172 TO P931481,3-#4_CU_C,3.28,ABCN,12,172,5368,8118,8331,9373,0.1697,0.7194,0.3237,2.3756,172,7887,11345,12239,11320,13100
04801402_04801403,P931481 TO CG199999,3-#4_CU_C,3.29,ABCN,12,172,5354,8095,8307,9347,0.1723,0.7209,0.3269,2.3814,172,7854,11286,12186,11271,13031
04801402_04801404,P931481 TO P931480,3-#4_CU_C,3.5,ABCN,12,172,5071,7627,7828,8806,0.2276,0.7531,0.3935,2.5036,172,7223,10157,11149,10323,11729
04801404_04801405,P931480 TO P931479,3-#4_CU_C,3.6,ABCN,12,172,4947,7418,7614,8565,0.2535,0.7681,0.4248,2.5608,172,6959,9697,10711,9928,11197
04801405_04801406,P931479 TO P931478,3-#4_CU_C,3.69,ABCN,12,172,4838,7234,7427,8353,0.277,0.7818,0.4531,2.6127,172,6735,9312,10338,9593,10753
04801406_04801407,P931478 TO P931477,3-#4_CU_C,3.8,ABCN,12,172,4704,7007,7194,8091,0.3072,0.7993,0.4895,2.6794,172,6466,8857,9888,9192,10228
04801407_04801408,P931477 TO P33042,3-#4_CU_C,3.88,ABCN,12,171,4611,6848,7032,7907,0.329,0.8121,0.5158,2.7278,171,6284,8553,9582,8920,9876
04801501_04801502,P735171 TO P931472,3-#4_CU_C,3.55,ABCN,12,172,5053,7673,7872,8860,0.2035,0.755,0.3724,2.5289,172,7306,10458,11382,10534,12076
04801502_04801503,P931472 TO CG199999,3-#4_CU_C,3.56,ABCN,12,172,5040,7652,7850,8836,0.2062,0.7565,0.3755,2.5347,172,7278,10407,11335,10492,12017
04801701_04801702,P931427 TO P931432,3-#4_CU_B,3.9,AB N,12,172,4747,7299,7481,---,0.2094,0.795,0.3968,2.7118,172,6883,9992,10847,---,---
04801702_04801703,P931432 TO P931431,3-#4_CU_B,4.09,AB N,12,172,4533,6922,7097,---,0.2617,0.8263,0.4598,2.8254,172,6417,9130,10045,---,---
048019A_04801901,P2014169447 TO P105036,3-#4_CU_B,4.17, BCN,12,172,4564,7131,7302,---,0.1901,0.8196,0.3915,2.8494,172,6715,9996,10745,---,---
04802101_04802102,P931436 TO P931406,3-#4_CU_B,4.5, BCN,12,172,4309,6812,6971,---,0.196,0.8587,0.4163,3.0382,172,6351,9577,10275,---,---
04802102_04802103,P931406 TO P931407,3-#4_CU_B,4.6, BCN,12,172,4220,6650,6806,---,0.2223,0.8744,0.448,3.0953,172,6145,9166,9912,---,---
04802103_04802104,P931407 TO P931405,3-#4_CU_B,4.71, BCN,12,172,4132,6490,6642,---,0.2489,0.8904,0.4801,3.1532,172,5949,8781,9563,---,---
04802104_04802105,P931405 TO P931404,3-#4_CU_B,4.8, BCN,12,172,4050,6339,6489,---,0.2746,0.9058,0.5111,3.209,172,5771,8437,9246,---,---
04802105_04802106,P931404 TO P735163,3-#4_CU_B,4.91, BCN,12,171,3967,6184,6332,---,0.3017,0.9221,0.5438,3.2678,171,5594,8100,8928,---,---
048023A_04802301,P931402 TO P931401,3-#6_CU_B,4.54,A CN,12,172,4326,6910,7067,---,0.159,0.8536,0.3806,3.0469,172,6503,10048,10626,---,---
04802501_04802502,P931701 TO P931705,3-#6_CU_B,5.01,AB N,12,172,3963,6315,6458,---,0.246,0.9177,0.4937,3.3153,172,5738,8616,9351,---,---
04802502_04802503,P931705 TO P839193,3-#6_CU_B,5.19,AB N,12,171,3813,6002,6141,---,0.3208,0.9468,0.5781,3.4184,171,5355,7802,8624,---,---
04802504_04802505,P931704 TO P931710,3-#6_CU_B,5.1,A CN,12,171,3887,6157,6298,---,0.2835,0.9323,0.5361,3.367,171,5540,8190,8976,---,---
04802505_04802506,P931710 TO P931700,3-#6_CU_B,5.23,A CN,12,171,3785,5942,6081,---,0.3352,0.9524,0.5944,3.4383,171,5287,7661,8493,---,---
04802506_04802507,P931700 TO P931747,3-#6_CU_B,5.34,A CN,12,171,3691,5741,5877,---,0.3847,0.9717,0.6503,3.5066,171,5063,7209,8063,---,---
048027A_048028,480-7 TO P931697,3-1033A_G,5.12,ABCN,12,172,3967,6460,6599,7459,0.1526,0.9162,0.4055,3.3582,172,6018,9549,10010,9337,11026
048028_04802801,P931697 TO P2027569463,3-#4_CU_B,5.28, BCN,12,172,3845,6233,6369,---,0.1963,0.9424,0.4581,3.4531,172,5719,8901,9472,---,---
048028_048029,P931697 TO P104554,3-1033A_G,5.25,ABCN,12,172,3889,6353,6489,7336,0.155,0.9316,0.4152,3.4325,172,5898,9393,9843,9184,10847
048029_048030,P104554 TO P2026769504,3-1033A_G,5.36,ABCN,12,172,3833,6277,6411,7248,0.1567,0.9429,0.4224,3.4871,172,5813,9282,9724,9075,10718
048030_048031,P2026769504 TO P839197,3-1033A_G,5.48,ABCN,12,172,3764,6184,6314,7141,0.1588,0.9572,0.4314,3.5562,172,5710,9146,9578,8941,10561
048031_048032,P839197 TO P839244,3-1033A_G,5.64,ABCN,12,172,3682,6070,6197,7010,0.1616,0.9751,0.4428,3.6429,172,5585,8980,9400,8779,10369
048032_04803201,P839244 TO CG199999,3-1033A_G,5.65,ABCN,12,172,3677,6063,6190,7002,0.1617,0.9762,0.4435,3.6483,172,5577,8970,9389,8769,10358
048032_048033,P839244 TO P835606,3-1033A_G,5.8,ABCN,12,172,3604,5963,6086,6886,0.1642,0.9927,0.454,3.7279,172,5467,8823,9232,8624,10188
048033_048034,P835606 TO P839241,3-1033A_G,5.97,ABCN,12,172,3525,5852,5972,6758,0.1671,1.0115,0.4659,3.819,172,5346,8661,9059,8465,10001
048034_04803401,P839241 TO CG199999,3-1033A_G,5.98,ABCN,12,172,3520,5846,5966,6750,0.1673,1.0126,0.4666,3.8244,172,5339,8652,9049,8456,9990
048034_048035B,P839241 TO 480-34,3-1033A_G,6.14,ABCN,12,172,3448,5744,5861,6633,0.17,1.0306,0.478,3.9112,172,5230,8503,8890,8310,9818
FU 04801408_04801408A,P33042,Device Conductor 150A,3.89,ABCN,12,171,4611,6848,7032,7907,0.329,0.8121,0.5158,2.7278,171,6284,8553,9582,8920,9876
SW 048035B_048035,480-34,Device Conductor 600A,6.15,ABCN,12,172,3448,5744,5861,6633,0.17,1.0306,0.478,3.9112,172,5230,8503,8890,8310,9818
04801408A_04801409,P33042 TO H101126,2/0AL_PECN,3.98,ABCN,12,171,4565,6775,6958,7824,0.344,0.816,0.5589,2.7468,171,6155,8386,9380,8780,9683
04801409_04801410,H101126 TO H101125,2/0AL_PECN,4.47,ABCN,12,171,4320,6393,6566,7382,0.4244,0.8371,0.7908,2.8489,171,5533,7582,8410,8084,8755
04801410_04801411,H101125 TO D101309,1C#2SAPECN,4.71,AB N,12,170,4140,6019,6190,---,0.506,0.8588,0.9407,2.9074,170,5122,6901,7658,---,---
04801410_04801412,H101125 TO H128281,2/0AL_PECN,4.91,ABCN,12,170,4104,6059,6225,6997,0.4974,0.8562,1.0011,2.9415,170,5060,6968,7674,7531,8046
04801412_04801413,H128281 TO H126018,1C#2SAPECN,5.29, BCN,12,170,3832,5507,5668,---,0.6272,0.8908,1.2398,3.0348,170,4523,6080,6689,---,---
04801412_04801418,H128281 TO D101308,1C#2SAPECN,5.07,AB N,12,170,3985,5814,5978,---,0.5532,0.8711,1.1038,2.9816,170,4815,6557,7222,---,---
04801412_04801420,H128281 TO H128283,2/0AL_PECN,5.32,ABCN,12,170,3910,5760,5918,6651,0.5662,0.8743,1.1994,3.0289,170,4678,6470,7081,7067,7470
04801413_04801414,H126018 TO P735176,2/0AL_PECN,5.38, BCN,12,169,3791,5447,5606,---,0.6423,0.8948,1.2834,3.054,169,4451,5991,6581,---,---
04801418_04801419,D101308 TO CG199999,1C#2SAPECN,5.08,AB N,12,170,3978,5800,5963,---,0.5567,0.872,1.1101,2.9841,170,4801,6534,7196,---,---
04801420_04801421,H128283 TO H128284,2/0AL_PECN,5.66,ABCN,12,169,3756,5526,5679,6381,0.6231,0.8892,1.3632,3.101,169,4401,6107,6653,6721,7052
04801421_04801422,H128284 TO D101307,1C#2SAPECN,5.87, BCN,12,169,3618,5249,5398,---,0.6943,0.9082,1.4942,3.1522,169,4162,5704,6210,---,---
04801421_04801423,H128284 TO P1991169304,1C#2SAPECN,5.88,A CN,12,169,3610,5233,5383,---,0.6984,0.9093,1.5018,3.1552,169,4149,5682,6186,---,---
04801901_04801902,P105036 TO P105322,3-#4_CU_B,4.37, BCN,12,172,4366,6777,6941,---,0.243,0.8514,0.4553,2.9643,172,6268,9132,9966,---,---
04801902_04801903,P105322 TO CG199999,3-#4_CU_B,4.38, BCN,12,172,4356,6760,6924,---,0.2457,0.8529,0.4585,2.97,172,6247,9092,9929,---,---
04802301_04802302,P931401 TO P931403,3-#4_CU_B,4.69,A CN,12,172,4192,6669,6821,---,0.1988,0.8775,0.4286,3.1335,172,6184,9387,10062,---,---
04802301_04802307,P931401 TO P931400,3-#6_CU_B,4.65,A CN,12,172,4219,6700,6854,---,0.2053,0.8717,0.4329,3.1109,172,6198,9366,10070,---,---
04802302_04802303,P931403 TO P931743,3-#4_CU_B,4.79,A CN,12,172,4106,6510,6659,---,0.2257,0.8936,0.4611,3.1919,172,5985,8983,9707,---,---
04802303_04802304,P931743 TO P931742,3-#6_CU_B,5,A CN,12,171,3924,6135,6280,---,0.3113,0.927,0.5578,3.3101,171,5514,7991,8827,---,---
04802304_04802305,P931742 TO P2020569382,3-#6_CU_B,5.1,A CN,12,171,3837,5955,6098,---,0.3535,0.9435,0.6054,3.3683,171,5307,7571,8433,---,---
04802305_04802306,P2020569382 TO P931714,3-#6_CU_B,5.28,A CN,12,171,3689,5645,5784,---,0.4284,0.9727,0.6899,3.4717,171,4971,6917,7793,---,---
04802307_04802308,P931400 TO P931420,3-#6_CU_B,4.76,A CN,12,172,4111,6483,6634,---,0.253,0.8903,0.4867,3.1767,172,5909,8744,9536,---,---
04802308_04802309,P931420 TO P931395,3-#6_CU_B,4.88,A CN,12,171,4009,6271,6419,---,0.2998,0.9085,0.5396,3.2413,171,5649,8199,9046,---,---
04802309_04802310,P931395 TO P931396,3-#6_CU_B,5.03,A CN,12,171,3875,5992,6137,---,0.363,0.9332,0.611,3.3285,171,5328,7554,8439,---,---
04802310_04802311,P931396 TO P931397,3-#6_CU_B,5.24,A CN,12,171,3699,5623,5763,---,0.4505,0.9673,0.7098,3.4493,171,4936,6802,7691,---,---
04802311_04802312,P931397 TO P931422,3-#6_CU_B,5.43,A CN,12,170,3543,5299,5434,---,0.5325,0.9993,0.8024,3.5626,170,4615,6213,7078,---,---
04802312_04802313,P931422 TO P931398,3-#6_CU_B,5.61,A CN,12,170,3409,5023,5155,---,0.6075,1.0285,0.887,3.666,170,4354,5755,6583,---,---
04802313_04802314,P931398 TO P931423,3-#6_CU_B,5.76,A CN,12,170,3305,4812,4942,---,0.6686,1.0523,0.9561,3.7504,170,4160,5427,6220,---,---
04802314_04802315,P931423 TO P931449,3-#6_CU_B,5.85,A CN,12,170,3245,4692,4820,---,0.7053,1.0666,0.9975,3.801,170,4052,5247,6018,---,---
04802315_04802316,P931449 TO P931448,3-#6_CU_B,6.02,A CN,12,169,3129,4461,4586,---,0.7798,1.0957,1.0816,3.9039,169,3848,4915,5640,---,---
04802315_04802327,P931449 TO P931468,3-#6_CU_B,5.97,A CN,12,169,3162,4527,4652,---,0.7581,1.0872,1.0571,3.874,169,3905,5008,5746,---,---
04802316_04802317,P931448 TO P839177,3-#6_CU_B,6.18,A CN,12,169,3033,4275,4398,---,0.8444,1.1209,1.1546,3.9931,169,3687,4659,5345,---,---
04802317_04802318,P839177 TO P931391,3-#6_CU_B,6.34,A CN,12,169,2937,4093,4212,---,0.9125,1.1474,1.2315,4.0871,169,3530,4416,5062,---,---
04802317_04802322,P839177 TO P732365,3-#6_CU_B,6.36,A CN,12,169,2928,4075,4195,---,0.9192,1.1501,1.2391,4.0963,169,3515,4394,5036,---,---
04802318_04802319,P931391 TO P931419,3-#6_CU_B,6.5,A CN,12,168,2850,3929,4047,---,0.9777,1.1729,1.3051,4.1771,168,3391,4206,4815,---,---
04802319_04802320,P931419 TO P931445,3-#6_CU_B,6.6,A CN,12,168,2796,3829,3945,---,1.0203,1.1895,1.3532,4.2359,168,3307,4079,4666,---,---
04802322_04802323,P732365 TO P839130,3-#6_CU_B,6.56,A CN,12,168,2816,3867,3983,---,1.004,1.1831,1.3348,4.2134,168,3339,4127,4722,---,---
04802323_04802324,P839130 TO P839180,3-#6_CU_B,6.78,A CN,12,168,2704,3661,3775,---,1.0954,1.2188,1.438,4.3396,168,3167,3873,4422,---,---
04802323_04802326,P839130 TO P839140,3-#4_CU_B,6.62,A CN,12,168,2789,3823,3939,---,1.02,1.1927,1.3541,4.2482,168,3301,4075,4662,---,---
04802324_04802325,P839180 TO P2014669514,3-#6_CU_B,6.91,A CN,12,168,2639,3546,3658,---,1.1509,1.2404,1.5007,4.4162,168,3071,3733,4256,---,---
04802801_04802802,P2027569463 TO P2027969368,3-#4_CU_B,5.45, BCN,12,172,3732,6018,6150,---,0.2389,0.968,0.5095,3.5456,172,5454,8341,8988,---,---
04802802_04802803,P2027969368 TO P931698,3-#4_CU_B,5.56, BCN,12,171,3652,5865,5995,---,0.2702,0.9868,0.5473,3.6136,171,5273,7968,8656,---,---
04802803_04802804,P931698 TO CG199999,3-#4_CU_B,5.57, BCN,12,171,3645,5852,5982,---,0.2729,0.9883,0.5504,3.6193,171,5258,7938,8629,---,---
04802803_04802805,P931698 TO P931699,3-#4_CU_B,5.68, BCN,12,171,3574,5715,5843,---,0.3015,1.0055,0.585,3.6816,171,5103,7625,8342,---,---
04802805_04802806,P931699 TO P931702,3-#4_CU_B,5.81, BCN,12,171,3498,5568,5693,---,0.3335,1.0247,0.6236,3.751,171,4939,7301,8040,---,---
FU 04801414_04801414A,P735176,Device Conductor 10A,5.39, BCN,12,169,3791,5447,5606,---,0.6423,0.8948,1.2834,3.054,169,4451,5991,6581,---,---
FU 04801423_04801423A,P1991169304,Device Conductor 10A,5.89,A CN,12,169,3610,5233,5383,---,0.6984,0.9093,1.5018,3.1552,169,4149,5682,6186,---,---
