Section - Id,Section - Phase Cond,Section - Amp Rating,Section - Dist,Section - Phasing,Volts - Out,Volts - Drop,Into - Amps,Into - pf,% Ldg - Cont,% Ldg - Emer,In - kW,In - kvar,Into - kW,Into - kvar,Into - c.kVA,Into - Cust,Loss - kW,Loss - kvar,Load Cat,Desc
0520602_0520603,3-636_AL_C,770,1.37,ABCN,125.2,0.1,535.6,94.2,70,70,0,0,10955,3895,38201,2246,5,20,---,P111859 TO P111113
0520603_05202929,3-#6_CU_C,130,1.45,ABCN,125.2,0,0.2,89.5,0,0,0,0,4,2,15,2,0,0,---,P111113 TO P411462
0520603_0520604,3-636_AL_C,770,1.56,ABCN,125.1,0.1,535.4,94.3,70,70,0,0,10947,3873,38186,2244,4,19,---,P111113 TO P16061
0520604_0520605,3-636_AL_C,770,1.73,ABCN,125,0.1,535.4,94.3,70,70,6,3,10943,3854,38186,2244,4,17,---,P16061 TO P102115
0520605_0520606,3-636_AL_C,770,1.85,ABCN,124.9,0.1,535.1,94.4,69,69,0,0,10933,3834,38161,2242,3,12,---,P102115 TO P15802
0520606_0520607,3-#4_CU_C,180,1.94,ABCN,124.9,0,22.8,89.5,13,13,9,5,441,219,1910,51,0,0,---,P15802 TO P15803
0520606_0520631,3-#4_CU_C,180,1.93,ABCN,124.9,0,7.4,89.5,4,4,0,0,143,71,617,36,0,0,---,P15802 TO P518868
0520606_0520637,3-636_AL_C,770,2.19,ABCN,124.7,0.2,505.2,94.6,66,66,6,3,10346,3532,35634,2156,7,31,---,P15802 TO P519849
0520607_0520608,3-#4_CU_C,180,2.17,ABCN,124.9,0,22.3,89.5,12,12,0,0,432,215,1870,50,0,0,---,P15803 TO P15804
0520608_0520609,3-#4_CU_C,180,2.43,ABCN,124.9,0,22.3,89.5,12,12,0,0,432,215,1870,50,0,0,---,P15804 TO P412392
0520609_0520612,3-#4_CU_C,180,2.49,ABCN,124.9,0,18.2,89.5,10,10,0,0,352,175,1525,38,0,0,---,P412392 TO P910053
0520612_0520615,3-#4_CU_C,180,2.72,ABCN,124.8,0,15.5,89.5,9,9,0,0,300,149,1300,25,0,0,---,P910053 TO P412393
0520637_0520638,3-636_AL_C,770,2.36,ABCN,124.6,0.1,504.9,94.7,66,66,17,9,10333,3498,35609,2155,4,16,---,P519849 TO P15800
0520638_0520639,3-636_AL_C,770,2.47,ABCN,124.6,0.1,504.1,94.8,65,65,0,0,10312,3474,35534,2152,2,10,---,P15800 TO P214172
0520639_0520640,3-#2_AL_C,180,2.59,ABCN,124.5,0,83.2,88.7,46,46,0,0,1592,829,6069,758,1,0,---,P214172 TO P15799
0520639_0520907,3-636_AL_C,770,2.89,ABCN,124.4,0.2,422.1,95.7,55,55,0,0,8718,2635,29465,1393,6,26,---,P214172 TO P214171
0520640_0520643,3-#2_AL_C,180,2.68,ABCN,124.5,0,79.6,88.7,44,44,0,0,1522,794,5769,756,0,0,---,P15799 TO P12013
0520643_0520644,3-#2_AL_C,180,2.82,ABCN,124.4,0.1,78.7,88.6,44,44,0,0,1504,785,5694,755,1,0,---,P12013 TO 520-1
0520643_0520906,3-#2_AL_C,180,2.76,ABCN,124.5,0,0.9,89.5,0,0,17,9,17,9,75,1,0,0,---,P12013 TO P710832
0520907_0520908,3-636_AL_C,770,3.14,ABCN,124.3,0.1,422.1,95.8,55,55,0,0,8712,2609,29465,1393,4,15,---,P214171 TO P214170
0520908_05202914,3-#6_CU_C,130,3.26,ABCN,124.3,0,2.1,89.5,2,2,0,0,40,20,175,51,0,0,---,P214170 TO P110370
0520908_0520909,3-#6_CU_B,130,3.45,AB N,124.3,0,0.4,89.5,0,0,2,1,6,3,25,2,0,0,---,P214170 TO P111961
0520908_0520911,3-636_AL_C,770,3.32,ABCN,124.2,0.1,419.7,95.9,55,55,6,3,8662,2570,29265,1340,3,11,---,P214170 TO P515389
0520909_0520910,3-#6_CU_B,130,3.68,AB N,124.3,0,0.3,89.5,0,0,3,2,3,2,15,2,0,0,---,P111961 TO P111962
0520911_0520912,3-636_AL_C,770,3.52,ABCN,124.1,0.1,419.5,95.9,54,54,0,0,8654,2557,29240,1333,3,13,---,P515389 TO P214169
0520912_0520913,3-#6_CU_B,130,3.6,AB N,124.1,0,0.4,89.5,0,0,6,3,6,3,25,12,0,0,---,P214169 TO P818430
0520912_0520914,3-636_AL_C,770,3.8,ABCN,124,0.1,419.2,95.9,54,54,0,0,8645,2541,29215,1321,4,17,---,P214169 TO P214168
0520914_05201116,3-636_AL_C,770,3.92,ABCN,123.9,0,382.8,96.5,50,50,0,0,7928,2170,26092,971,1,6,---,P214168 TO P218235
0520914_05202912,3-#6_CU_B,130,3.89, BCN,124,0,0.2,89.5,0,0,0,0,2,1,10,2,0,0,---,P214168 TO P19231
FU 0520609_0520609A,Device Conductor 30A,30,2.44,ABCN,124.9,0,4.1,89.5,14,14,0,0,80,40,345,12,0,0,---,P412392
FU 0520612_0520612A,Device Conductor 80A,80,2.5,ABCN,124.9,0,2.7,89.5,3,3,0,0,52,26,225,13,0,0,---,P910053
FU 0520615_0520615A,Device Conductor 150A,150,2.73,ABCN,124.8,0,15.5,89.5,10,10,0,0,300,149,1300,25,0,0,---,P412393
FU 0520631_0520631A,Device Conductor 100A,100,1.94,ABCN,124.9,0,7.4,89.5,7,7,0,0,143,71,617,36,0,0,---,P518868
FU 0520640_0520640A,Device Conductor 30A,30,2.6,ABCN,124.5,0,3.6,89.5,12,12,0,0,69,34,300,2,0,0,---,P15799
FU 0520914_0520914A,Device Conductor 125A,125,3.81,ABCN,124,0,36.9,89.6,30,30,0,0,710,353,3113,348,0,0,---,P214168
SW 0520644_0520644A,Device Conductor 600A,600,2.83,ABCN,124.4,0,78.7,88.6,13,13,0,0,1504,785,5694,755,0,0,---,520-1
05201116_05201117,3-636_AL_C,770,4,ABCN,123.9,0,382.1,96.5,50,50,3,2,7913,2157,26032,965,1,4,---,P218235 TO P239231
05201116_05202908,3-#2_AL_B,180,4.05,A CN,123.9,0,1.1,89.5,1,1,2,1,14,7,60,6,0,0,---,P218235 TO P719686
05201117_05201118,3-636_AL_C,770,4.08,ABCN,123.9,0,381.9,96.5,50,50,0,0,7909,2151,26017,964,1,4,---,P239231 TO 520-10R
05202908_05202909,3-#2_AL_B,180,4.48,A CN,123.9,0,0.9,89.5,0,0,0,0,11,6,50,5,0,0,---,P719686 TO P719687
05202909_05202910,3-#2_AL_B,180,4.6,A CN,123.9,0,0.9,89.5,0,0,6,3,11,6,50,5,0,0,---,P719687 TO P719688
05202910_05202911,3-#2_AL_B,180,4.73,A CN,123.9,0,0.4,89.5,0,0,6,3,6,3,25,3,0,0,---,P719688 TO P238081
05202912_05202913,3-#6_CU_B,130,4.24, BCN,124,0,0.2,89.5,0,0,2,1,2,1,10,2,0,0,---,P19231 TO P19232
05202914_05202915,3-#6_CU_B,130,3.45,A CN,124.3,0,3.1,89.5,2,2,0,0,40,20,175,51,0,0,---,P110370 TO P210658
05202915_05202916,3-#6_CU_B,130,3.46,A CN,124.3,0,0.4,89.5,0,0,6,3,6,3,25,12,0,0,---,P210658 TO CG199999
05202915_05202917,3-#6_CU_B,130,3.62,A CN,124.3,0,2.7,89.5,2,2,0,0,34,17,150,39,0,0,---,P210658 TO P110371
05202917_05202918,3-#6_CU_B,130,3.78,A CN,124.3,0,2.7,89.5,2,2,0,0,34,17,150,39,0,0,---,P110371 TO P210659
05202918_05202919,3-#6_CU_B,130,3.98,A CN,124.3,0,2.6,89.5,2,2,0,0,33,17,145,38,0,0,---,P210659 TO P110372
05202918_05202928,3-#6_CU_B,130,4.05,A CN,124.3,0,0.1,89.5,0,0,1,1,1,1,5,1,0,0,---,P210659 TO P212925
05202919_05202920,3-#6_CU_B,130,4.19,A CN,124.3,0,0.5,89.5,0,0,6,3,7,3,30,10,0,0,---,P110372 TO P214550
05202919_05202923,3-#6_CU_B,130,4.1,A CN,124.3,0,0.7,89.5,1,1,3,2,9,5,40,11,0,0,---,P110372 TO P712052
05202919_05202925,3-#6_CU_B,130,4.26,A CN,124.2,0,1.3,89.5,1,1,0,0,17,9,75,17,0,0,---,P110372 TO P110373
05202920_05202921,3-#6_CU_B,130,4.39,A CN,124.3,0,0.1,89.5,0,0,0,0,1,1,5,5,0,0,---,P214550 TO P214551
05202921_05202922,3-#6_CU_B,130,4.4,A CN,124.3,0,0.1,89.5,0,0,1,1,1,1,5,5,0,0,---,P214551 TO CG199999
05202923_05202924,3-#2_AL_B,180,4.32,A CN,124.2,0,0.4,89.5,0,0,6,3,6,3,25,1,0,0,---,P712052 TO P712051
05202925_05202926,3-#6_CU_B,130,4.49,A CN,124.2,0,0.4,89.5,0,0,6,3,6,3,25,10,0,0,---,P110373 TO P110374
05202925_05202927,3-#6_CU_B,130,4.27,A CN,124.2,0,0.9,89.5,1,1,11,6,11,6,50,7,0,0,---,P110373 TO CG199999
05202929_05202930,3-#6_CU_C,130,1.61,ABCN,125.2,0,0.2,89.5,0,0,4,2,4,2,15,2,0,0,---,P411462 TO P411463
0520609A_0520610,1C#2SAPECN,108,2.61,ABCN,124.9,0,4.1,89.5,4,4,69,34,80,40,345,12,0,0,---,P412392 TO D131093
0520610_0520611,1C#2SAPECN,108,2.78,ABCN,124.9,0,0.5,89.5,0,0,10,5,10,5,45,11,0,0,---,D131093 TO D133872
0520612A_0520613,2/0AL_PECN,158,2.62,ABCN,124.9,0,2.7,89.5,2,2,35,17,52,26,225,13,0,0,---,P910053 TO D4454369832
0520613_0520614,2/0AL_PECN,158,2.87,ABCN,124.9,0,0.9,89.5,1,1,17,9,17,9,75,3,0,0,---,D4454369832 TO D4454869809
0520615A_0520616,2/0AL_PECN,158,2.97,ABCN,124.8,0,15.5,89.5,10,10,0,0,300,149,1300,25,0,0,---,P412393 TO H4452169835
0520616_0520617,2/0AL_PECN,158,3.03,ABCN,124.8,0,15.5,89.5,10,10,0,0,300,149,1300,25,0,0,---,H4452169835 TO D4452169836
0520631A_0520632,1C#2SAPECN,108,2.02,ABCN,124.9,0,7.4,89.5,7,7,0,0,143,71,617,36,0,0,---,P518868 TO D4456169843
0520632_0520633,#2_CU_PECN,135,2.24,AB N,124.9,0,3,89.5,2,2,39,19,39,19,167,1,0,0,---,D4456169843 TO D4457569875
0520632_0520634,#2_CU_PECN,135,2.3,ABCN,124.9,0,5.4,89.5,4,4,0,0,104,52,450,35,0,0,---,D4456169843 TO H4455169830
0520634_0520635,1C#2SAPECN,108,2.6,ABCN,124.9,0,5.4,89.5,5,5,69,34,104,52,450,35,0,0,---,H4455169830 TO D4452669835
0520635_0520636,1C#2SAPECN,108,2.66,ABCN,124.9,0,1.8,89.5,2,2,35,17,35,17,150,11,0,0,---,D4452669835 TO D208191
0520640A_0520641,1C#2SAPECN,108,2.86,ABCN,124.5,0,3.6,89.5,3,3,0,0,69,34,300,2,0,0,---,P15799 TO D4456369476
0520641_0520642,1C#2SAPECN,108,2.87,ABCN,124.5,0,3.6,89.5,3,3,69,34,69,34,300,2,0,0,---,D4456369476 TO CG199999
0520644A_0520645,3-#2_AL_C,180,2.98,ABCN,124.4,0.1,78.7,88.6,44,44,0,0,1504,785,5694,755,1,0,---,520-1 TO P12012
0520645_0520647,3-#6_CU_C,130,3.14,ABCN,124.3,0.1,78.2,88.6,60,60,0,0,1493,779,5649,754,1,0,---,P12012 TO P12011
0520647_0520648,3-#6_CU_C,130,3.45,ABCN,124.2,0,17.4,85.1,13,13,6,3,318,197,523,6,0,0,---,P12011 TO P15293
0520647_0520651,3-#6_CU_C,130,3.33,ABCN,124.2,0.1,60.8,89.6,47,47,0,0,1173,582,5126,748,1,0,---,P12011 TO P12010
0520648_0520649,3-#6_CU_C,130,3.75,ABCN,124.2,0,17.1,85,13,13,0,0,313,194,498,1,0,0,---,P15293 TO P519518
0520651_0520655,3-#6_CU_C,130,3.53,ABCN,124.1,0.1,57.7,89.6,44,44,0,0,1111,551,4859,737,1,0,---,P12010 TO P115135
0520655_0520656,3-#6_CU_C,130,3.61,ABCN,124.1,0,57.4,89.6,44,44,0,0,1104,548,4834,736,0,0,---,P115135 TO P10392
0520655_0520905,3-#4_CU_B,180,3.6,A CN,124.1,0,0.4,89.5,0,0,6,3,6,3,25,1,0,0,---,P115135 TO P818436
0520656_0520657,3-#4_CU_C,180,3.66,ABCN,124.1,0,5.6,89.5,3,3,0,0,108,53,470,31,0,0,---,P10392 TO P519666
0520656_0520663,3-#6_CU_C,130,3.74,ABCN,124,0.1,50.8,89.6,39,39,6,3,977,485,4279,695,0,0,---,P10392 TO P18083
0520656_0520900,3-#6_CU_C,130,3.74,ABCN,124.1,0,1,89.5,1,1,0,0,19,10,85,10,0,0,---,P10392 TO P819435
0520657_0520658,3-#4_CU_C,180,3.76,ABCN,124.1,0,5.6,89.5,3,3,5,2,108,53,470,31,0,0,---,P519666 TO P10393
0520658_0520659,3-#4_CU_C,180,3.96,ABCN,124,0,5.4,89.5,3,3,0,0,103,51,450,30,0,0,---,P10393 TO P714461
0520663_0520664,3-#6_CU_C,130,3.92,ABCN,123.9,0.1,50.5,89.6,39,39,0,0,971,482,4254,692,1,0,---,P18083 TO P167239
0520664_0520665,3-#4_CU_C,180,4.06,ABCN,123.9,0,1.2,89.5,1,1,23,11,23,11,100,6,0,0,---,P167239 TO P14412
0520664_0520666,3-#6_CU_C,130,4.05,ABCN,123.9,0,2.7,89.5,2,2,6,3,51,26,225,12,0,0,---,P167239 TO P113086
0520664_0520672,3-#6_CU_C,130,4.1,ABCN,123.9,0.1,46.6,89.6,36,36,0,0,896,445,3930,674,1,0,---,P167239 TO P113721
0520666_0520667,3-#4_CU_C,180,4.18,ABCN,123.9,0,2.4,89.5,1,1,0,0,46,23,200,10,0,0,---,P113086 TO P113087
0520667_0520668,3-#4_CU_C,180,4.4,ABCN,123.9,0,1.5,89.5,1,1,11,6,29,14,125,6,0,0,---,P113087 TO P113088
0520667_0520670,3-#2_AL_B,180,4.28,A CN,123.9,0,1.3,89.5,1,1,0,0,17,9,75,4,0,0,---,P113087 TO P245015
0520668_0520669,3-#4_CU_C,180,4.49,ABCN,123.9,0,0.9,89.5,0,0,17,9,17,9,75,3,0,0,---,P113088 TO P818377
0520670_0520671,1C#2SAPECN,108,4.48,A CN,123.9,0,1.3,89.5,1,1,17,9,17,9,75,4,0,0,---,P245015 TO D208512
0520672_0520674,3-#6_CU_C,130,4.21,ABCN,123.8,0,45.7,89.6,35,35,8,4,878,436,3855,673,0,0,---,P113721 TO P13415
0520674_0520675,3-#6_CU_C,130,4.4,ABCN,123.8,0.1,45.3,89.6,35,35,0,0,870,432,3820,672,0,0,---,P13415 TO P10390
0520675_0520676,3-#6_CU_C,130,4.56,ABCN,123.7,0.1,44.7,89.6,34,34,11,6,858,426,3770,663,0,0,---,P10390 TO P3111460
0520675_0520898,3-#6_CU_B,130,4.66,AB N,123.8,0,0.9,89.5,1,1,6,3,11,6,50,9,0,0,---,P10390 TO P13356
0520676_0520677,3-#6_CU_C,130,4.74,ABCN,123.7,0.1,44.1,89.6,34,34,0,0,846,421,3720,656,0,0,---,P3111460 TO P10389
0520677_0520678,3-#2_AL_B,180,4.89, BCN,123.6,0,1.3,89.5,1,1,17,9,17,9,75,6,0,0,---,P10389 TO P513319
0520677_0520679,3-#4_CU_C,180,5.09,ABCN,123.6,0.1,40.8,89.6,23,23,11,6,783,389,3445,616,0,0,---,P10389 TO P14653
0520677_0520891,3-#6_CU_B,130,4.87,AB N,123.6,0,3.6,89.5,3,3,0,0,46,23,200,34,0,0,---,P10389 TO P112690
0520679_0520680,3-#4_CU_C,180,5.4,ABCN,123.5,0.1,40.3,89.6,22,22,0,0,772,383,3395,612,0,0,---,P14653 TO P10323
0520680_0520681,3-#6_CU_C,130,5.52,ABCN,123.5,0,4.2,89.5,3,3,0,0,81,40,358,69,0,0,---,P10323 TO P163435
0520680_0520702,3-#6_CU_C,130,5.51,ABCN,123.5,0,36,89.6,28,28,16,8,690,343,3037,543,0,0,---,P10323 TO P611082
0520681_0520683,3-#6_CU_C,130,5.58,ABCN,123.5,0,3.7,89.5,3,3,11,6,71,35,312,68,0,0,---,P163435 TO P311045
0520683_0520684,3-#6_CU_C,130,5.74,ABCN,123.5,0,3.1,89.5,2,2,0,0,60,30,263,67,0,0,---,P311045 TO P10325
0520684_0520699,3-#6_CU_B,130,5.78,AB N,123.5,0,1.3,89.5,1,1,0,0,17,8,75,4,0,0,---,P10325 TO P119602
0520699_0520700,3-#2_CU_B,230,5.96,AB N,123.5,0,1.3,89.5,1,1,0,0,17,8,75,4,0,0,---,P119602 TO P514434
0520700_0520701,3-#2_CU_B,230,6.15,AB N,123.5,0,1.3,89.5,1,1,17,8,17,8,75,4,0,0,---,P514434 TO P514435
0520702_0520703,3-#6_CU_C,130,5.61,ABCN,123.5,0,35.2,89.6,27,27,0,0,674,335,2967,532,0,0,---,P611082 TO P13386
0520891_0520892,3-#6_CU_B,130,5.14,AB N,123.6,0,3.6,89.5,3,3,9,4,46,23,200,34,0,0,---,P112690 TO P211280
0520892_0520893,3-#6_CU_B,130,5.39,AB N,123.6,0,2.9,89.5,2,2,0,0,37,18,162,16,0,0,---,P211280 TO P211281
0520893_0520894,3-#6_CU_B,130,5.57,AB N,123.6,0,2.9,89.5,2,2,9,4,37,18,162,16,0,0,---,P211281 TO P211283
0520894_0520895,3-#6_CU_B,130,5.83,AB N,123.6,0,2.2,89.5,2,2,0,0,28,14,125,6,0,0,---,P211283 TO P214608
0520898_0520899,3-#6_CU_B,130,4.9,AB N,123.8,0,0.4,89.5,0,0,6,3,6,3,25,0,0,0,---,P13356 TO P13357
0520900_0520901,3-#6_CU_B,130,4.05,AB N,124.1,0,0.7,89.5,1,1,3,2,9,5,40,7,0,0,---,P819435 TO P115136
0520900_0520903,3-#6_CU_C,130,3.84,ABCN,124.1,0,0.4,89.5,0,0,8,4,8,4,35,3,0,0,---,P819435 TO P419910
0520900_0520904,3-#6_CU_B,130,3.84, BCN,124.1,0,0.2,89.5,0,0,2,1,2,1,10,0,0,0,---,P819435 TO P218695
0520901_0520902,3-#6_CU_B,130,4.27,AB N,124.1,0,0.4,89.5,0,0,6,3,6,3,25,5,0,0,---,P115136 TO P215652
0520914A_0520915,3-#6_CU_C,130,4.1,ABCN,123.9,0.1,36.9,89.6,28,28,2,1,710,353,3113,348,1,0,---,P214168 TO P113852
0520915_0520916,3-#6_CU_C,130,4.42,ABCN,123.8,0.1,36.8,89.6,28,28,6,3,708,351,3103,340,1,0,---,P113852 TO P114120
0520916_0520917,3-#6_CU_C,130,4.6,ABCN,123.8,0,36.5,89.6,28,28,0,0,701,348,3078,334,0,0,---,P114120 TO P114121
0520917_0520918,3-#2_AL_B,180,4.63, BCN,123.8,0,1.3,89.5,1,1,0,0,17,8,75,4,0,0,---,P114121 TO P191373
0520917_0520921,3-#2_AL_B,180,4.85,A CN,123.8,0,1.3,89.5,1,1,0,0,17,8,75,17,0,0,---,P114121 TO P618751
0520917_0520925,3-#6_CU_C,130,4.75,ABCN,123.7,0,34.7,89.6,27,27,0,0,667,331,2928,313,0,0,---,P114121 TO P715904
0520921_0520924,3-#2_AL_B,180,5.02,A CN,123.8,0,0.4,89.5,0,0,6,3,6,3,25,4,0,0,---,P618751 TO P618752
0520925_0520928,3-#6_CU_C,130,4.93,ABCN,123.7,0,34.1,89.6,26,26,0,0,655,325,2878,305,0,0,---,P715904 TO P213554
0520928_05201107,3-#6_CU_B,130,4.96, BCN,123.7,0,0.6,89.5,0,0,2,1,8,4,35,8,0,0,---,P213554 TO P312590
0520928_05201111,3-#2A5005C,180,5.15,A CN,123.7,0,1.3,89.5,1,1,0,0,17,8,75,16,0,0,---,P213554 TO P615297
0520928_0520929,3-#6_CU_C,130,5.07,ABCN,123.6,0,32.8,89.6,25,25,6,3,630,313,2769,281,0,0,---,P213554 TO P116986
0520929_0520930,3-#6_CU_C,130,5.38,ABCN,123.6,0.1,32.5,89.6,25,25,0,0,624,310,2744,276,0,0,---,P116986 TO P116987
0520930_0520931,3-#6_CU_B,130,5.43, BCN,123.6,0,3.6,89.5,3,3,0,0,45,23,200,31,0,0,---,P116987 TO P116991
0520930_0520944,3-#6_CU_C,130,5.73,ABCN,123.5,0.1,30.2,89.6,23,23,0,0,578,287,2544,245,0,0,---,P116987 TO P116988
0520931_0520932,3-#6_CU_B,130,5.6, BCN,123.6,0,3.6,89.5,3,3,11,6,45,23,200,31,0,0,---,P116991 TO P614171
0520932_0520933,3-#6_CU_B,130,5.76, BCN,123.6,0,2.7,89.5,2,2,0,0,34,17,150,22,0,0,---,P614171 TO P116992
0520933_0520934,3-#6_CU_B,130,5.92, BCN,123.6,0,2.7,89.5,2,2,0,0,34,17,150,22,0,0,---,P116992 TO P116993
0520934_0520935,3-#2_AL_B,180,5.93, BCN,123.6,0,0.9,89.5,0,0,0,0,11,6,50,8,0,0,---,P116993 TO P138611
0520934_0520941,3-#6_CU_B,130,6.01, BCN,123.6,0,1.8,89.5,1,1,6,3,23,11,100,14,0,0,---,P116993 TO P116994
0520935_0520936,3-#2_AL_B,180,6.03, BCN,123.6,0,0.9,89.5,0,0,0,0,11,6,50,8,0,0,---,P138611 TO P138612
0520936_0520937,3-#2_AL_B,180,6.04, BCN,123.6,0,0.4,89.5,0,0,6,3,6,3,25,6,0,0,---,P138612 TO CG199999
0520936_0520938,3-#2_AL_B,180,6.11, BCN,123.6,0,0.4,89.5,0,0,0,0,6,3,25,2,0,0,---,P138612 TO P138676
0520938_0520939,3-#2_AL_B,180,6.3, BCN,123.6,0,0.4,89.5,0,0,0,0,6,3,25,2,0,0,---,P138676 TO P138677
0520939_0520940,3-#2_AL_B,180,6.31, BCN,123.6,0,0.4,89.5,0,0,6,3,6,3,25,2,0,0,---,P138677 TO CG199999
0520941_0520942,3-#6_CU_B,130,6.33, BCN,123.6,0,1.3,89.5,1,1,6,3,17,8,75,8,0,0,---,P116994 TO P117185
0520942_0520943,3-#6_CU_B,130,6.66, BCN,123.6,0,0.9,89.5,1,1,11,6,11,6,50,7,0,0,---,P117185 TO P117186
0520944_05201077,3-#2A5005C,180,5.82,AB N,123.5,0,7.6,89.5,4,4,6,3,96,48,425,35,0,0,---,P116988 TO P612031
0520944_0520945,3-#6_CU_C,130,6.01,ABCN,123.4,0.1,25.1,89.6,19,19,0,0,481,239,2119,210,0,0,---,P116988 TO P116989
0520945_0520946,3-#6_CU_B,130,6.1, BCN,123.5,0,2,89.5,2,2,6,3,26,13,115,12,0,0,---,P116989 TO P318632
0520945_0520951,3-#6_CU_C,130,6.26,ABCN,123.4,0,23.8,89.6,18,18,0,0,455,226,2004,198,0,0,---,P116989 TO P218236
0520946_0520947,3-#6_CU_B,130,6.37, BCN,123.4,0,1.6,89.5,1,1,6,3,20,10,90,8,0,0,---,P318632 TO P318633
0520947_0520948,3-#6_CU_B,130,6.7, BCN,123.4,0,1.2,89.5,1,1,6,3,15,7,65,7,0,0,---,P318633 TO P318634
0520948_0520949,3-#6_CU_B,130,7.03, BCN,123.4,0,0.7,89.5,1,1,3,2,9,5,40,3,0,0,---,P318634 TO P318635
0520949_0520950,3-#6_CU_B,130,7.26, BCN,123.4,0,0.4,89.5,0,0,6,3,6,3,25,1,0,0,---,P318635 TO P515407
0520951_05201069,3-#2_AL_B,180,6.36,AB N,123.4,0,0.9,89.5,0,0,6,3,11,6,50,3,0,0,---,P218236 TO P238011
0520951_0520952,3-#6_CU_C,130,6.39,ABCN,123.4,0,21.7,89.6,17,17,0,0,415,206,1829,177,0,0,---,P218236 TO P312063
0520952_0520953,3-#6_CU_B,130,6.64,A CN,123.4,0,0.4,89.5,0,0,6,3,6,3,25,4,0,0,---,P312063 TO P312064
0520952_0520954,3-#6_CU_B,130,6.52,ABCN,123.3,0,21.4,89.6,16,16,0,0,409,203,1804,173,0,0,---,P312063 TO P110748
0520954_0520958,3-#6_CU_C,130,6.8,ABCN,123.3,0,20.2,89.6,16,16,0,0,387,192,1705,164,0,0,---,P110748 TO P110747
0520958_0520959,3-#6_CU_C,130,6.92,ABCN,123.3,0,1.9,89.5,1,1,0,0,36,18,160,23,0,0,---,P110747 TO P519908
0520958_0520969,3-#6_CU_C,130,6.97,ABCN,123.3,0,18.3,89.6,14,14,0,0,350,174,1545,141,0,0,---,P110747 TO P512831
0520959_0520960,3-#6_CU_C,130,7.02,ABCN,123.3,0,0.7,89.5,1,1,2,1,14,7,60,6,0,0,---,P519908 TO P115367
0520959_0520966,3-#2A5005C,180,7,AB N,123.3,0,1.8,89.5,1,1,0,0,23,11,100,17,0,0,---,P519908 TO P519909
0520960_0520961,3-#6_CU_C,130,7.27,ABCN,123.3,0,0.6,89.5,0,0,0,0,11,6,50,5,0,0,---,P115367 TO P115368
0520961_0520962,3-#6_CU_C,130,7.52,ABCN,123.3,0,0.6,89.5,0,0,6,3,11,6,50,5,0,0,---,P115368 TO P115369
0520962_0520963,3-#6_CU_B,130,7.74, BCN,123.3,0,0.4,89.5,0,0,0,0,6,3,25,3,0,0,---,P115369 TO P410412
0520963_0520964,3-#6_CU_B,130,7.88, BCN,123.3,0,0.4,89.5,0,0,0,0,6,3,25,3,0,0,---,P410412 TO P312455
0520966_0520967,3-#2A5005C,180,7.19,AB N,123.3,0,1.8,89.5,1,1,11,6,23,11,100,17,0,0,---,P519909 TO P519930
0520967_0520968,3-#2A5005C,180,7.42,AB N,123.3,0,0.9,89.5,0,0,11,6,11,6,50,17,0,0,---,P519930 TO P519931
0520969_0520970,3-#4_CU_B,180,7.04,A CN,123.3,0,0.9,89.5,0,0,0,0,11,6,50,9,0,0,---,P512831 TO P512832
0520969_0520974,3-#6_CU_C,130,7.04,ABCN,123.3,0,17.7,89.6,14,14,3,2,339,168,1495,132,0,0,---,P512831 TO P110746
