Section - Id,Section - Phase Cond,Section - Amp Rating,Section - Dist,Section - Phasing,Volts - Out,Volts - Drop,Into - Amps,Into - pf,% Ldg - Cont,% Ldg - Emer,In - kW,In - kvar,Into - kW,Into - kvar,Into - c.kVA,Into - Cust,Loss - kW,Loss - kvar,Load Cat,Desc
048012_048013,3-1033A_G,1060,2.95,ABCN,122.8,0,374.5,-98.6,35,35,0,0,7855,-1308,15932,3713,2,11,---,P2002769421 TO P2004169424
048013_04801301,3-1033A_G,1060,2.96,ABCN,122.8,0,1.2,99.5,0,0,25,2,25,2,50,3,0,0,---,P2004169424 TO CG199999
048013_048014,3-1033A_G,1060,3.08,ABCN,122.8,0,373.4,-98.6,35,35,0,0,7828,-1321,15882,3710,1,6,---,P2004169424 TO P931482
048014_04801401,3-#4_CU_C,180,3.19,ABCN,122.8,0,9.2,99.5,5,5,0,0,195,19,390,60,0,0,---,P931482 TO P735172
048014_048015,3-1033A_G,1060,3.24,ABCN,122.8,0,364.5,-98.5,34,34,0,0,7632,-1346,15492,3650,1,7,---,P931482 TO P931471
048015_04801501,3-#4_CU_C,180,3.35,ABCN,122.8,0,1.5,99.5,1,1,13,1,31,3,62,16,0,0,---,P931471 TO P735171
048015_04801504,3-#4_CU_C,180,3.3,ABCN,122.8,0,0.2,99.5,0,0,5,0,5,0,10,3,0,0,---,P931471 TO P931476
048015_048016,3-1033A_G,1060,3.4,ABCN,122.8,0,362.8,-98.4,34,34,0,0,7595,-1357,15420,3631,1,7,---,P931471 TO 480-70CF
048016_048017,3-1033A_G,1060,3.58,ABCN,122.7,0,357.2,-100,34,34,0,0,7593,-108,15420,3631,1,8,---,480-70CF TO P931425
048017_04801701,3-#4_CU_B,180,3.69,AB N,122.8,0,2.7,99.5,1,1,13,1,38,4,75,25,0,0,---,P931425 TO P931427
048017_048018,3-1033A_G,1060,3.71,ABCN,122.7,0,355.4,-100,34,34,0,0,7555,-119,15345,3606,1,6,---,P931425 TO P931399
048018_048019,3-1033A_G,1060,3.94,ABCN,122.7,0,355.4,-100,34,34,0,0,7554,-125,15345,3606,1,10,---,P931399 TO P2014169447
048019_048020,3-1033A_G,1060,4.1,ABCN,122.7,0,353.6,-100,33,33,13,1,7515,-138,15270,3586,1,7,---,P2014169447 TO P931428
048020_048021,3-1033A_G,1060,4.29,ABCN,122.7,0,353.1,-100,33,33,0,0,7501,-146,15245,3586,1,8,---,P931428 TO P931429
048021_04802101,3-#4_CU_B,180,4.4, BCN,122.6,0,1.8,99.5,1,1,0,0,25,2,50,15,0,0,---,P931429 TO P931436
048021_048022,3-1033A_G,1060,4.42,ABCN,122.7,0,351.9,-100,33,33,25,2,7475,-156,15195,3571,1,6,---,P931429 TO P931433
048022_048023,3-1033A_G,1060,4.49,ABCN,122.7,0,350.7,-100,33,33,0,0,7449,-164,15145,3564,0,3,---,P931433 TO P931402
048023_048024,3-1033A_G,1060,4.63,ABCN,122.6,0,339.1,-100,32,32,0,0,7201,-191,14650,3482,1,5,---,P931402 TO P931744
048024_04802401,3-1033A_G,1060,4.64,ABCN,122.6,0,0.6,99.5,0,0,13,1,13,1,25,10,0,0,---,P931744 TO CG199999
048024_048025,3-1033A_G,1060,4.78,ABCN,122.6,0,338.5,-100,32,32,0,0,7188,-198,14625,3472,1,6,---,P931744 TO P931749
048025_04802501,3-#6_CU_B,130,4.91,AB N,122.7,0,1.8,99.5,1,1,0,0,25,2,50,13,0,0,---,P931749 TO P931701
048025_04802504,3-#6_CU_B,130,4.94,A CN,122.6,0,2.7,99.5,2,2,13,1,37,4,75,25,0,0,---,P931749 TO P931704
048025_048026,3-1033A_G,1060,4.89,ABCN,122.6,0,335.6,-100,32,32,0,0,7125,-210,14500,3434,1,4,---,P931749 TO P931712
048026_048027,3-1033A_G,1060,5.02,ABCN,122.6,0,335.6,-100,32,32,0,0,7124,-214,14500,3434,1,5,---,P931712 TO 480-7
0480501_0480502,1C#2SAPECN,108,2.1, BCN,122.8,0,1.8,99.5,2,2,0,0,25,2,50,14,0,0,---,D1992269408 TO B1994669410
0480502_0480503,1C#2SAPECN,108,2.56, BCN,122.8,0,1.8,99.5,2,2,25,2,25,2,50,14,0,0,---,B1994669410 TO D1992569384
0480601_0480602,#2_CU_PECN,135,2.12,AB N,122.7,0,2.7,99.5,2,2,38,4,38,4,75,3,0,0,---,H1993069412 TO D1993069418
0480601_0480603,#2_CU_PECN,135,2.44,AB N,122.7,0,4.4,99.5,3,3,0,0,63,6,125,6,0,0,---,H1993069412 TO H1989969427
0480603_0480604,#2_CU_PECN,135,2.72,AB N,122.7,0,4.4,99.5,3,3,25,2,63,6,125,6,0,0,---,H1989969427 TO D1988569432
0480604_0480605,1C#2SAPECN,108,2.88,AB N,122.7,0,2.7,99.5,2,2,13,1,38,4,75,2,0,0,---,D1988569432 TO D1985769437
0480605_0480606,1C#2SAPECN,108,3.09,AB N,122.7,0,1.8,99.5,2,2,0,0,25,2,50,0,0,0,---,D1985769437 TO H127737
0480606_0480607,1C#2SAPECN,108,3.25,AB N,122.7,0,1.8,99.5,2,2,25,2,25,2,50,0,0,0,---,H127737 TO D208580
0480801_0480802,3-#4_CU_B,180,2.39,AB N,122.7,0,2.7,99.5,1,1,38,4,38,4,75,7,0,0,---,P832358 TO P832357
FU 04801201_04801201A,Device Conductor 20A,20,2.79, BCN,122.7,0,3.6,99.5,18,18,0,0,50,5,100,9,0,0,---,P2003069427
FU 048019_048019A,Device Conductor 10A,10,3.95, BCN,122.7,0,2.7,99.5,27,27,0,0,38,4,75,20,0,0,---,P2014169447
FU 048023_048023A,Device Conductor 125A,125,4.5,ABCN,122.7,0,11.7,99.5,9,9,0,0,247,24,495,82,0,0,---,P931402
SW 048027_048027A,Device Conductor 600A,600,5.03,ABCN,122.6,0,335.6,-100,56,56,0,0,7123,-219,14500,3434,0,0,---,480-7
04801201A_04801202,#4_CU_PECN,105,3.09, BCN,122.7,0,3.6,99.5,3,3,0,0,50,5,100,9,0,0,---,P2003069427 TO D2001769435
04801202_04801203,#4_CU_PECN,105,3.1, BCN,122.7,0,1.8,99.5,2,2,25,2,25,2,50,4,0,0,---,D2001769435 TO CG199999
04801202_04801204,#4_CU_PECN,105,3.34, BCN,122.7,0,1.8,99.5,2,2,0,0,25,2,50,5,0,0,---,D2001769435 TO D2000769455
04801204_04801205,#4_CU_PECN,105,3.35, BCN,122.7,0,1.8,99.5,2,2,25,2,25,2,50,5,0,0,---,D2000769455 TO CG199999
04801401_04801402,3-#4_CU_C,180,3.28,ABCN,122.8,0,9.2,99.5,5,5,0,0,195,19,390,60,0,0,---,P735172 TO P931481
04801402_04801403,3-#4_CU_C,180,3.29,ABCN,122.8,0,0.6,99.5,0,0,13,1,13,1,25,4,0,0,---,P931481 TO CG199999
04801402_04801404,3-#4_CU_C,180,3.5,ABCN,122.7,0,8.6,99.5,5,5,0,0,183,18,365,56,0,0,---,P931481 TO P931480
04801404_04801405,3-#4_CU_C,180,3.6,ABCN,122.7,0,8.6,99.5,5,5,25,2,183,18,365,56,0,0,---,P931480 TO P931479
04801405_04801406,3-#4_CU_C,180,3.69,ABCN,122.7,0,7.5,99.5,4,4,0,0,158,15,315,47,0,0,---,P931479 TO P931478
04801406_04801407,3-#4_CU_C,180,3.8,ABCN,122.7,0,7.5,99.5,4,4,0,0,158,15,315,47,0,0,---,P931478 TO P931477
04801407_04801408,3-#4_CU_C,180,3.88,ABCN,122.7,0,7.5,99.5,4,4,0,0,158,15,315,47,0,0,---,P931477 TO P33042
04801501_04801502,3-#4_CU_C,180,3.55,ABCN,122.8,0,0.9,99.5,0,0,0,0,19,2,37,12,0,0,---,P735171 TO P931472
04801502_04801503,3-#4_CU_C,180,3.56,ABCN,122.8,0,0.9,99.5,0,0,19,2,19,2,37,12,0,0,---,P931472 TO CG199999
04801701_04801702,3-#4_CU_B,180,3.9,AB N,122.8,0,1.8,99.5,1,1,0,0,25,2,50,12,0,0,---,P931427 TO P931432
04801702_04801703,3-#4_CU_B,180,4.09,AB N,122.8,0,1.8,99.5,1,1,25,2,25,2,50,12,0,0,---,P931432 TO P931431
048019A_04801901,3-#4_CU_B,180,4.17, BCN,122.7,0,2.7,99.5,1,1,13,1,38,4,75,20,0,0,---,P2014169447 TO P105036
04802101_04802102,3-#4_CU_B,180,4.5, BCN,122.6,0,1.8,99.5,1,1,0,0,25,2,50,15,0,0,---,P931436 TO P931406
04802102_04802103,3-#4_CU_B,180,4.6, BCN,122.6,0,1.8,99.5,1,1,13,1,25,2,50,15,0,0,---,P931406 TO P931407
04802103_04802104,3-#4_CU_B,180,4.71, BCN,122.6,0,0.9,99.5,0,0,0,0,13,1,25,9,0,0,---,P931407 TO P931405
04802104_04802105,3-#4_CU_B,180,4.8, BCN,122.6,0,0.9,99.5,0,0,0,0,13,1,25,9,0,0,---,P931405 TO P931404
04802105_04802106,3-#4_CU_B,180,4.91, BCN,122.6,0,0.9,99.5,0,0,13,1,13,1,25,9,0,0,---,P931404 TO P735163
048023A_04802301,3-#6_CU_B,130,4.54,A CN,122.6,0,17.6,99.5,14,14,0,0,247,24,495,82,0,0,---,P931402 TO P931401
04802501_04802502,3-#6_CU_B,130,5.01,AB N,122.7,0,1.8,99.5,1,1,25,2,25,2,50,13,0,0,---,P931701 TO P931705
04802502_04802503,3-#6_CU_B,130,5.19,AB N,122.7,0,0,100,0,0,0,0,0,0,0,0,0,0,---,P931705 TO P839193
04802504_04802505,3-#6_CU_B,130,5.1,A CN,122.6,0,1.8,99.5,1,1,0,0,25,2,50,16,0,0,---,P931704 TO P931710
04802505_04802506,3-#6_CU_B,130,5.23,A CN,122.6,0,1.8,99.5,1,1,0,0,25,2,50,16,0,0,---,P931710 TO P931700
04802506_04802507,3-#6_CU_B,130,5.34,A CN,122.6,0,1.8,99.5,1,1,25,2,25,2,50,16,0,0,---,P931700 TO P931747
048027A_048028,3-1033A_G,1060,5.12,ABCN,122.6,0,335.6,-100,32,32,0,0,7123,-219,14500,3434,0,3,---,480-7 TO P931697
048028_04802801,3-#4_CU_B,180,5.28, BCN,122.6,0,2.7,99.5,1,1,0,0,38,4,75,22,0,0,---,P931697 TO P2027569463
048028_048029,3-1033A_G,1060,5.25,ABCN,122.6,0,333.8,-99.9,31,31,25,2,7085,-226,14425,3412,1,5,---,P931697 TO P104554
048029_048030,3-1033A_G,1060,5.36,ABCN,122.6,0,332.6,-99.9,31,31,0,0,7059,-233,14375,3389,1,4,---,P104554 TO P2026769504
048030_048031,3-1033A_G,1060,5.48,ABCN,122.6,0,332.6,-99.9,31,31,0,0,7059,-237,14375,3389,1,5,---,P2026769504 TO P839197
048031_048032,3-1033A_G,1060,5.64,ABCN,122.6,0,332.6,-99.9,31,31,0,0,7058,-242,14375,3389,1,6,---,P839197 TO P839244
048032_04803201,3-1033A_G,1060,5.65,ABCN,122.6,0,1.2,99.5,0,0,25,2,25,2,50,11,0,0,---,P839244 TO CG199999
048032_048033,3-1033A_G,1060,5.8,ABCN,122.6,0,331.5,-99.9,31,31,0,0,7032,-250,14325,3378,1,6,---,P839244 TO P835606
048033_048034,3-1033A_G,1060,5.97,ABCN,122.5,0,331.5,-99.9,31,31,0,0,7031,-256,14325,3378,1,6,---,P835606 TO P839241
048034_04803401,3-1033A_G,1060,5.98,ABCN,122.5,0,1.2,99.5,0,0,25,2,25,2,50,19,0,0,---,P839241 TO CG199999
048034_048035B,3-1033A_G,1060,6.14,ABCN,122.5,0,330.3,-99.9,31,31,0,0,7005,-265,14275,3359,1,6,---,P839241 TO 480-34
FU 04801408_04801408A,Device Conductor 150A,150,3.89,ABCN,122.7,0,7.5,99.5,5,5,0,0,158,15,315,47,0,0,---,P33042
SW 048035B_048035,Device Conductor 600A,600,6.15,ABCN,122.5,0,330.3,-99.9,55,55,0,0,7004,-271,14275,3359,0,0,---,480-34
04801408A_04801409,2/0AL_PECN,158,3.98,ABCN,122.7,0,7.5,99.5,5,5,0,0,158,15,315,47,0,0,---,P33042 TO H101126
04801409_04801410,2/0AL_PECN,158,4.47,ABCN,122.7,0,7.5,99.5,5,5,0,0,158,15,315,47,0,0,---,H101126 TO H101125
04801410_04801411,1C#2SAPECN,108,4.71,AB N,122.7,0,1.8,99.5,2,2,25,2,25,2,50,9,0,0,---,H101125 TO D101309
04801410_04801412,2/0AL_PECN,158,4.91,ABCN,122.7,0,6.3,99.5,4,4,0,0,133,13,265,38,0,0,---,H101125 TO H128281
04801412_04801413,1C#2SAPECN,108,5.29, BCN,122.7,0,3.5,99.5,3,3,0,0,50,5,100,18,0,0,---,H128281 TO H126018
04801412_04801418,1C#2SAPECN,108,5.07,AB N,122.7,0,1.8,99.5,2,2,0,0,25,2,50,8,0,0,---,H128281 TO D101308
04801412_04801420,2/0AL_PECN,158,5.32,ABCN,122.7,0,2.7,99.5,2,2,0,0,58,6,115,12,0,0,---,H128281 TO H128283
04801413_04801414,2/0AL_PECN,158,5.38, BCN,122.7,0,3.5,99.5,2,2,0,0,50,5,100,18,0,0,---,H126018 TO P735176
04801418_04801419,1C#2SAPECN,108,5.08,AB N,122.7,0,1.8,99.5,2,2,25,2,25,2,50,8,0,0,---,D101308 TO CG199999
04801420_04801421,2/0AL_PECN,158,5.66,ABCN,122.7,0,2.7,99.5,2,2,0,0,58,6,115,12,0,0,---,H128283 TO H128284
04801421_04801422,1C#2SAPECN,108,5.87, BCN,122.7,0,1.8,99.5,2,2,25,2,25,2,50,7,0,0,---,H128284 TO D101307
04801421_04801423,1C#2SAPECN,108,5.88,A CN,122.7,0,2.3,99.5,2,2,0,0,33,3,65,5,0,0,---,H128284 TO P1991169304
04801901_04801902,3-#4_CU_B,180,4.37, BCN,122.7,0,1.8,99.5,1,1,0,0,25,2,50,17,0,0,---,P105036 TO P105322
04801902_04801903,3-#4_CU_B,180,4.38, BCN,122.7,0,1.8,99.5,1,1,25,2,25,2,50,17,0,0,---,P105322 TO CG199999
04802301_04802302,3-#4_CU_B,180,4.69,A CN,122.6,0,2.1,99.5,1,1,0,0,30,3,60,14,0,0,---,P931401 TO P931403
04802301_04802307,3-#6_CU_B,130,4.65,A CN,122.6,0,15.4,99.5,12,12,13,1,218,21,435,68,0,0,---,P931401 TO P931400
04802302_04802303,3-#4_CU_B,180,4.79,A CN,122.6,0,2.1,99.5,1,1,0,0,30,3,60,14,0,0,---,P931403 TO P931743
04802303_04802304,3-#6_CU_B,130,5,A CN,122.6,0,2.1,99.5,2,2,5,0,30,3,60,14,0,0,---,P931743 TO P931742
04802304_04802305,3-#6_CU_B,130,5.1,A CN,122.6,0,1.8,99.5,1,1,13,1,25,2,50,8,0,0,---,P931742 TO P2020569382
04802305_04802306,3-#6_CU_B,130,5.28,A CN,122.6,0,0.9,99.5,1,1,13,1,13,1,25,7,0,0,---,P2020569382 TO P931714
04802307_04802308,3-#6_CU_B,130,4.76,A CN,122.6,0,14.5,99.5,11,11,0,0,205,20,410,61,0,0,---,P931400 TO P931420
04802308_04802309,3-#6_CU_B,130,4.88,A CN,122.6,0,14.5,99.5,11,11,12,1,205,20,410,61,0,0,---,P931420 TO P931395
04802309_04802310,3-#6_CU_B,130,5.03,A CN,122.6,0,13.7,99.5,11,11,0,0,192,19,385,52,0,0,---,P931395 TO P931396
04802310_04802311,3-#6_CU_B,130,5.24,A CN,122.6,0,13.7,99.5,11,11,0,0,192,19,385,52,0,0,---,P931396 TO P931397
04802311_04802312,3-#6_CU_B,130,5.43,A CN,122.6,0,13.7,99.5,11,11,25,2,192,19,385,52,0,0,---,P931397 TO P931422
04802312_04802313,3-#6_CU_B,130,5.61,A CN,122.5,0,11.9,99.5,9,9,0,0,167,16,335,42,0,0,---,P931422 TO P931398
04802313_04802314,3-#6_CU_B,130,5.76,A CN,122.5,0,11.9,99.5,9,9,0,0,167,16,335,42,0,0,---,P931398 TO P931423
04802314_04802315,3-#6_CU_B,130,5.85,A CN,122.5,0,11.9,99.5,9,9,0,0,167,16,335,42,0,0,---,P931423 TO P931449
04802315_04802316,3-#6_CU_B,130,6.02,A CN,122.5,0,11.5,99.5,9,9,38,4,162,16,325,39,0,0,---,P931449 TO P931448
04802315_04802327,3-#6_CU_B,130,5.97,A CN,122.5,0,0.4,99.5,0,0,5,0,5,0,10,3,0,0,---,P931449 TO P931468
04802316_04802317,3-#6_CU_B,130,6.18,A CN,122.5,0,8.9,99.5,7,7,0,0,125,12,250,36,0,0,---,P931448 TO P839177
04802317_04802318,3-#6_CU_B,130,6.34,A CN,122.5,0,3.6,99.5,3,3,0,0,50,5,100,8,0,0,---,P839177 TO P931391
04802317_04802322,3-#6_CU_B,130,6.36,A CN,122.5,0,5.3,99.5,4,4,25,2,75,7,150,28,0,0,---,P839177 TO P732365
04802318_04802319,3-#6_CU_B,130,6.5,A CN,122.5,0,3.6,99.5,3,3,38,4,50,5,100,8,0,0,---,P931391 TO P931419
04802319_04802320,3-#6_CU_B,130,6.6,A CN,122.5,0,0.9,99.5,1,1,0,0,12,1,25,1,0,0,---,P931419 TO P931445
04802322_04802323,3-#6_CU_B,130,6.56,A CN,122.5,0,3.5,99.5,3,3,0,0,50,5,100,25,0,0,---,P732365 TO P839130
04802323_04802324,3-#6_CU_B,130,6.78,A CN,122.5,0,1.8,99.5,1,1,0,0,25,2,50,14,0,0,---,P839130 TO P839180
04802323_04802326,3-#4_CU_B,180,6.62,A CN,122.5,0,1.8,99.5,1,1,25,2,25,2,50,11,0,0,---,P839130 TO P839140
04802324_04802325,3-#6_CU_B,130,6.91,A CN,122.5,0,1.8,99.5,1,1,25,2,25,2,50,14,0,0,---,P839180 TO P2014669514
04802801_04802802,3-#4_CU_B,180,5.45, BCN,122.6,0,2.7,99.5,1,1,0,0,37,4,75,22,0,0,---,P2027569463 TO P2027969368
04802802_04802803,3-#4_CU_B,180,5.56, BCN,122.6,0,2.7,99.5,1,1,0,0,37,4,75,22,0,0,---,P2027969368 TO P931698
04802803_04802804,3-#4_CU_B,180,5.57, BCN,122.6,0,1.8,99.5,1,1,25,2,25,2,50,14,0,0,---,P931698 TO CG199999
04802803_04802805,3-#4_CU_B,180,5.68, BCN,122.6,0,0.9,99.5,0,0,0,0,12,1,25,8,0,0,---,P931698 TO P931699
04802805_04802806,3-#4_CU_B,180,5.81, BCN,122.6,0,0.9,99.5,0,0,12,1,12,1,25,8,0,0,---,P931699 TO P931702
FU 04801414_04801414A,Device Conductor 10A,10,5.39, BCN,122.7,0,3.5,99.5,35,35,0,0,50,5,100,18,0,0,---,P735176
FU 04801423_04801423A,Device Conductor 10A,10,5.89,A CN,122.7,0,2.3,99.5,23,23,0,0,33,3,65,5,0,0,---,P1991169304
FU 04802320_04802320A,Device Conductor 10A,10,6.61,A CN,122.5,0,0.9,99.5,9,9,0,0,12,1,25,1,0,0,---,P931445
SW 048035_048035A,Device Conductor 600A,600,6.16,ABCN,122.5,0,330.3,-99.9,55,55,0,0,7004,-271,14275,3359,0,0,---,480-35
04801414A_04801415,3-#4_CU_B,180,5.48, BCN,122.7,0,3.5,99.5,2,2,25,2,50,5,100,18,0,0,---,P735176 TO P2005569310
04801415_04801416,3-#4_CU_B,180,5.69, BCN,122.7,0,1.8,99.5,1,1,0,0,25,2,50,10,0,0,---,P2005569310 TO P931486
04801416_04801417,3-#4_CU_B,180,5.84, BCN,122.7,0,1.8,99.5,1,1,25,2,25,2,50,10,0,0,---,P931486 TO P931485
04801423A_04801424,3-#6_CU_B,130,6.04,A CN,122.7,0,2.3,99.5,2,2,8,1,33,3,65,5,0,0,---,P1991169304 TO P832364
04801424_04801425,3-#6_CU_B,130,6.35,A CN,122.7,0,1.8,99.5,1,1,0,0,25,2,50,5,0,0,---,P832364 TO P832373
04801425_04801426,3-#6_CU_B,130,6.49,A CN,122.7,0,1.8,99.5,1,1,13,1,25,2,50,5,0,0,---,P832373 TO P832367
04801426_04801427,3-#6_CU_B,130,6.69,A CN,122.7,0,0.9,99.5,1,1,13,1,13,1,25,3,0,0,---,P832367 TO P832368
04802320A_04802321,#4_CU_PECN,105,6.86,A CN,122.5,0,0.9,99.5,1,1,12,1,12,1,25,1,0,0,---,P931445 TO D2000169499
048035A_048036,1000AXLPEP,520,6.25,ABCN,122.5,0,330.3,-99.9,64,64,0,0,7004,-271,14275,3359,1,1,---,480-35 TO H2034269524
048036_048037B,1000AXLPEP,520,6.45,ABCN,122.5,0,330.3,-99.9,64,64,0,0,7004,-272,14275,3359,2,2,---,H2034269524 TO 480-14
048037B_04803601,2/0AL_PECN,158,6.56,ABCN,122.5,0,1.8,99.5,1,1,0,0,37,4,75,34,0,0,---,480-14 TO P2036869529
FU 04803601_04803601A,Device Conductor 150A,150,6.57,ABCN,122.5,0,1.8,99.5,1,1,0,0,37,4,75,34,0,0,---,P2036869529
SW 048037B_048037,Device Conductor 600A,600,6.46,ABCN,122.5,0,328.5,-99.9,55,55,0,0,6964,-277,14201,3325,0,0,---,480-14
04803601A_04803602,3-3/0AL_C,300,6.73,ABCN,122.5,0,1.8,99.5,1,1,0,0,37,4,75,34,0,0,---,P2036869529 TO 480-238GB
04803602_04803603,3-3/0AL_C,300,6.89,ABCN,122.5,0,1.8,99.5,1,1,19,2,37,4,75,34,0,0,---,480-238GB TO P2038569585
04803603_04803604,3-3/0AL_C,300,7.01,ABCN,122.5,0,0.9,99.5,0,0,0,0,19,2,37,16,0,0,---,P2038569585 TO P835601
04803604_04803605,3-3/0AL_C,300,7.16,ABCN,122.5,0,0.9,99.5,0,0,0,0,19,2,37,16,0,0,---,P835601 TO P835595
04803605_04803606,3-3/0AL_C,300,7.33,ABCN,122.5,0,0.9,99.5,0,0,0,0,19,2,37,16,0,0,---,P835595 TO P835596
04803606_04803607,3-3/0AL_C,300,7.48,ABCN,122.5,0,0.9,99.5,0,0,0,0,19,2,37,16,0,0,---,P835596 TO P835599
04803607_04803608,3-#4_CU_B,180,7.64,AB N,122.5,0,0,100,0,0,0,0,0,0,0,0,0,0,---,P835599 TO P835602
04803607_04803609,3-#4_CU_B,180,7.63, BCN,122.4,0,1.3,99.5,1,1,19,2,19,2,37,16,0,0,---,P835599 TO P835600
SW 048037_048037A,Device Conductor 600A,600,6.47,ABCN,122.5,0,0,100,0,0,0,0,0,0,0,0,0,0,---,480-13
SW 048037_048037C,Device Conductor 600A,600,6.47,ABCN,122.5,0,328.5,-99.9,55,55,0,0,6964,-277,14201,3325,0,0,---,480-15
SW 048037_048133,Device Conductor 600A,600,6.47,ABCN,122.5,0,0,100,0,0,0,0,0,0,0,0,0,0,---,TS 480-T1-481
048037C_048038,1000AXLPEP,520,6.78,ABCN,122.4,0,328.5,-99.9,63,63,0,0,6964,-277,14201,3325,3,3,---,480-15 TO H2035669495
048038_04803801,2/0AL_PECN,158,6.79,ABCN,122.4,0,5.3,99.5,3,3,0,0,112,11,225,52,0,0,---,H2035669495
