Section - Id,Fault - Location,Phase - Conductor,Dist - kFt,Phase - Config,Nominal - kV,Symmetrical Amps - LG Min,Symmetrical Amps - LG Max,Symmetrical Amps - LL,Symmetrical Amps - LLG,Symmetrical Amps - 3Ph,Cumulative Impedance (Ohms) - R1,Cumulative Impedance (Ohms) - X1,Cumulative Impedance (Ohms) - R0,Cumulative Impedance (Ohms) - X0,Asymmetrical Amps - LG Min,Asymmetrical Amps - LG Max,Asymmetrical Amps - LL,Asymmetrical Amps - LLG,Asymmetrical Amps - 3Ph Avg,Asymmetrical Amps - 3Ph Max
Feeder 0971,---,---,0,ABCN,12,173,4487,6118,6334,7064,0.0646,0.9786,0.0323,2.6725,173,7497,9913,10585,9401,11446
0971_09711,971 TO P133509,3-636_AL_C,0.19,ABCN,12,173,4346,5979,6185,6903,0.0699,1.0011,0.048,2.7768,173,7230,9651,10289,9163,11144
09711_09711AN,TS 237-T1-971,3-636_AL_C,0.21,ABCN,12,173,4334,5967,6173,6891,0.0704,1.003,0.0493,2.7854,173,7208,9630,10265,9144,11120
09711_09712,P133509 TO Z104217,3-636_AL_C,0.31,ABCN,12,173,4262,5894,6094,6806,0.0733,1.0153,0.0578,2.8423,173,7071,9493,10112,9020,10962
09712_0971231,Z104217 TO P715309,3-#2_AL_C,0.35,ABCN,12,173,4233,5859,6058,6766,0.0828,1.0207,0.0692,2.8628,173,6983,9357,9992,8915,10805
09712_09713,Z104217 TO Z104216,3-636_AL_C,0.54,ABCN,12,173,4110,5740,5930,6628,0.0797,1.0422,0.0765,2.9668,173,6788,9208,9793,8760,10632
09713_09714,Z104216 TO Z104215,3-636_AL_C,0.7,ABCN,12,173,4008,5634,5817,6506,0.0843,1.0616,0.0899,3.0563,173,6598,9012,9576,8582,10407
09714_09711058,Z104215 TO P818752,3-#2_AL_B,0.81,A CN,12,173,3933,5535,5713,---,0.1127,1.0782,0.1242,3.1171,173,6370,8645,9255,---,---
09714_09715,Z104215 TO Z104214,3-636_AL_C,0.86,ABCN,12,173,3915,5537,5713,6393,0.0887,1.0801,0.1028,3.1421,173,6425,8833,9377,8418,10199
09715_09716,Z104214 TO Z104213,3-636_AL_C,1.08,ABCN,12,173,3792,5407,5575,6243,0.0948,1.1057,0.1206,3.2605,173,6201,8596,9116,8202,9926
09716_09717,Z104213 TO Z104212,3-636_AL_C,1.27,ABCN,12,173,3689,5296,5457,6115,0.1002,1.1286,0.1365,3.3665,173,6014,8395,8896,8017,9694
09717_09718,Z104212 TO P228184,3-636_AL_C,1.36,ABCN,12,173,3642,5244,5403,6055,0.1028,1.1396,0.1441,3.4172,173,5928,8302,8794,7932,9586
09718_09719,P228184 TO Z104211,3-636_AL_C,1.45,ABCN,12,172,3597,5195,5351,5999,0.1053,1.1502,0.1515,3.4664,172,5847,8214,8697,7851,9485
09719_097110,Z104211 TO Z104210,3-636_AL_C,1.6,ABCN,12,172,3526,5117,5268,5908,0.1094,1.1675,0.1636,3.5466,172,5719,8074,8545,7722,9323
09711058_09711059,P818752 TO P818753,3-#2_AL_B,1.02,A CN,12,172,3793,5343,5514,---,0.1677,1.1103,0.1903,3.2345,172,5969,8005,8680,---,---
09711059_09711060,P818753 TO P818754,3-#2_AL_B,1.27,A CN,12,172,3631,5115,5278,---,0.2345,1.1493,0.2705,3.377,172,5541,7330,8054,---,---
097110_097111,Z104210 TO Z104209,3-636_AL_C,1.86,ABCN,12,172,3409,4986,5131,5757,0.1166,1.1977,0.1846,3.6864,172,5510,7841,8292,7508,9054
097111_097112,Z104209 TO Z104208,3-636_AL_C,2.01,ABCN,12,172,3341,4909,5050,5668,0.121,1.2163,0.1974,3.7721,172,5389,7704,8144,7382,8896
097112_09711201,Z104208 TO P214962,3-#2_AL_C,2.33,ABCN,12,172,3187,4685,4818,5410,0.2054,1.2642,0.2989,3.9554,172,4955,6950,7492,6787,8025
097112_097113,Z104208 TO Z104207,3-636_AL_C,2.3,ABCN,12,172,3226,4776,4910,5515,0.1289,1.2496,0.2207,3.9267,172,5184,7470,7891,7165,8626
097113_09711301,Z104207 TO P32727,3-#2_AL_B,2.42, BCN,12,172,3169,4692,4823,---,0.1612,1.2685,0.2595,3.9957,172,5022,7180,7644,---,---
097113_097114,Z104207 TO Z104206,3-636_AL_C,2.64,ABCN,12,172,3094,4623,4749,5338,0.1386,1.2905,0.249,4.1156,172,4953,7202,7602,6917,8316
097114_097115,Z104206 TO Z104205,3-636_AL_C,2.95,ABCN,12,172,2988,4497,4617,5192,0.1471,1.3262,0.2739,4.281,172,4767,6983,7367,6714,8063
097115_097116,Z104205 TO Z104204,3-636_AL_C,3.15,ABCN,12,172,2922,4417,4534,5101,0.1527,1.3497,0.2902,4.3897,172,4653,6846,7221,6587,7905
097116_097117,Z104204 TO Z104203,3-636_AL_C,3.31,ABCN,12,172,2867,4352,4466,5025,0.1574,1.3698,0.3041,4.4825,172,4559,6733,7100,6482,7775
097117_097118,Z104203 TO Z104202,3-636_AL_C,3.52,ABCN,12,172,2805,4276,4386,4937,0.1631,1.3937,0.3208,4.5933,172,4452,6603,6961,6360,7624
097118_097119,Z104202 TO Z104201,3-636_AL_C,3.77,ABCN,12,172,2733,4186,4293,4834,0.1701,1.4231,0.3412,4.7293,172,4327,6450,6798,6218,7448
097119_097120,Z104201 TO Z104200,3-636_AL_C,3.94,ABCN,12,172,2683,4125,4229,4763,0.175,1.444,0.3557,4.8259,172,4243,6346,6687,6121,7327
097120_097121,Z104200 TO Z104199,3-636_AL_C,4.14,ABCN,12,172,2631,4060,4161,4688,0.1805,1.4669,0.3716,4.9318,172,4154,6235,6570,6017,7200
097121_09712101,Z104199 TO P110643,3-#6_CU_B,4.37,A CN,12,171,2553,3922,4021,---,0.277,1.5045,0.4806,5.0651,171,3903,5713,6147,---,---
097121_097122,Z104199 TO P190321,3-636_AL_C,4.25,ABCN,12,172,2601,4022,4122,4644,0.1837,1.4805,0.381,4.9946,172,4103,6171,6502,5957,7126
097122_09712201,P190321 TO P113125,3-336_AL_C,4.52,ABCN,12,172,2533,3931,4028,4539,0.1974,1.5134,0.409,5.1406,172,3979,5998,6328,5801,6926
097122_097123,P190321 TO Z104198,3-336_AL_C,4.33,ABCN,12,172,2581,3995,4094,4614,0.1876,1.4899,0.3891,5.0367,172,4066,6120,6451,5912,7067
0971231_0971232,P715309 TO P715310,3-#2_AL_C,0.56,ABCN,12,172,4066,5646,5835,6519,0.1404,1.0534,0.1385,2.9881,172,6485,8591,9307,8317,9921
0971232_0971233,P715310 TO P715311,3-#2_AL_C,0.83,ABCN,12,172,3867,5380,5558,6213,0.2131,1.0946,0.2258,3.1459,172,5944,7769,8543,7660,8971
097123_097124,Z104198 TO Z104197,3-636_AL_C,4.51,ABCN,12,172,2537,3939,4036,4549,0.1926,1.5108,0.4036,5.1334,172,3992,6026,6351,5823,6958
097124_097125,Z104197 TO Z104196,3-636_AL_C,4.69,ABCN,12,172,2493,3884,3978,4485,0.1977,1.5322,0.4185,5.2322,172,3918,5933,6252,5736,6851
097125_097126,Z104196 TO Z104195,3-636_AL_C,4.98,ABCN,12,172,2426,3797,3888,4384,0.2059,1.5669,0.4426,5.3927,172,3804,5787,6098,5599,6683
097126_097127,Z104195 TO Z104194,3-636_AL_C,5.2,ABCN,12,171,2378,3735,3824,4313,0.2119,1.5924,0.4603,5.5107,171,3725,5685,5989,5503,6564
097127_097128,Z104194 TO Z104193,3-636_AL_C,5.41,ABCN,12,171,2333,3676,3763,4245,0.2179,1.6176,0.4778,5.6275,171,3649,5587,5885,5411,6451
097128_097129,Z104193 TO Z104192,3-636_AL_C,5.6,ABCN,12,171,2295,3626,3711,4187,0.2231,1.6395,0.493,5.7286,171,3586,5505,5799,5333,6356
097129_097130,Z104192 TO Z104191,3-636_AL_C,5.88,ABCN,12,171,2240,3553,3635,4103,0.231,1.6729,0.5162,5.8831,171,3494,5384,5671,5219,6216
097130_097131,Z104191 TO Z104190,3-636_AL_C,6.13,ABCN,12,171,2193,3491,3571,4031,0.238,1.7021,0.5366,6.0185,171,3417,5282,5563,5123,6099
097131_097132,Z104190 TO Z104189,3-636_AL_C,6.38,ABCN,12,171,2148,3431,3509,3962,0.245,1.7315,0.557,6.1545,171,3343,5183,5460,5030,5985
097132_097133,Z104189 TO Z104188,3-636_AL_C,6.63,ABCN,12,171,2105,3372,3448,3894,0.252,1.7613,0.5776,6.2921,171,3271,5087,5359,4940,5874
097133_097134,Z104188 TO Z104187,3-636_AL_C,6.88,ABCN,12,171,2064,3316,3390,3829,0.259,1.7906,0.5981,6.428,171,3203,4996,5262,4853,5769
097134_097135,Z104187 TO P104099,3-636_AL_C,6.95,ABCN,12,171,2052,3300,3374,3811,0.261,1.7993,0.6041,6.4681,171,3184,4970,5235,4828,5739
097135_097136,P104099 TO P104216,3-636_AL_C,7.04,ABCN,12,171,2038,3281,3354,3789,0.2635,1.8094,0.6111,6.5151,171,3161,4939,5202,4799,5703
097136_097137,P104216 TO P104771,3-636_AL_C,7.28,ABCN,12,171,2001,3230,3301,3730,0.2702,1.8379,0.6309,6.6467,171,3100,4856,5115,4720,5607
097137_097138,P104771 TO P104772,3-636_AL_C,7.53,ABCN,12,171,1963,3178,3248,3670,0.2772,1.8675,0.6515,6.7837,171,3038,4772,5026,4641,5510
097138_097139,P104772 TO P105832,3-636_AL_C,7.75,ABCN,12,171,1932,3134,3203,3619,0.2833,1.8932,0.6694,6.9027,171,2987,4701,4952,4574,5429
097139_097140,P105832 TO P515808,3-636_AL_C,8.06,ABCN,12,171,1887,3073,3139,3548,0.2922,1.9308,0.6954,7.0764,171,2915,4602,4847,4479,5314
097140_097141,P515808 TO P319066,3-636_AL_C,8.24,ABCN,12,171,1864,3040,3106,3511,0.2971,1.951,0.7095,7.1703,171,2877,4550,4793,4430,5254
097141_09714101,P319066 TO P319067,3-#6_CU_B,8.28,A CN,12,171,1857,3027,3092,---,0.3134,1.9574,0.7279,7.1928,171,2856,4499,4753,---,---
097141_097142,P319066 TO P319065,3-636_AL_C,8.5,ABCN,12,171,1831,2993,3057,3456,0.3043,1.9816,0.7308,7.3117,171,2822,4474,4713,4357,5166
097142_097143,P319065 TO P118906,3-636_AL_C,8.75,ABCN,12,170,1798,2947,3010,3403,0.3115,2.0119,0.7518,7.452,170,2770,4401,4636,4288,5081
097143_097144,P118906 TO P610661,3-636_AL_C,8.9,ABCN,12,170,1780,2922,2984,3374,0.3156,2.0292,0.7638,7.5317,170,2741,4360,4593,4249,5035
097144_097145,P610661 TO P118905,3-636_AL_C,9.15,ABCN,12,170,1751,2880,2940,3325,0.3225,2.0584,0.7842,7.6671,170,2693,4293,4523,4185,4957
097145_097146,P118905 TO P104861,3-636_AL_C,9.3,ABCN,12,170,1734,2855,2915,3297,0.3267,2.076,0.7964,7.7485,170,2666,4254,4482,4148,4912
097146_097147,P104861 TO P118904,3-636_AL_C,9.46,ABCN,12,170,1716,2829,2888,3267,0.3312,2.0949,0.8095,7.8358,170,2636,4212,4438,4108,4864
097147_097148,P118904 TO P118903,3-636_AL_C,9.58,ABCN,12,170,1701,2808,2867,3243,0.3348,2.11,0.82,7.9057,170,2613,4180,4404,4077,4826
097148_09714801,P118903 TO P413379,3-#6_CU_B,9.65, BCN,12,170,1691,2788,2846,---,0.364,2.1214,0.853,7.9461,170,2582,4103,4344,---,---
097148_097149,P118903 TO P104865,3-636_AL_C,9.68,ABCN,12,170,1690,2793,2850,3225,0.3376,2.1219,0.8283,7.9609,170,2596,4154,4377,4053,4797
097149_097150,P104865 TO P136257,3-636_AL_C,9.86,ABCN,12,170,1671,2765,2822,3193,0.3426,2.1429,0.8429,8.0581,170,2565,4111,4331,4011,4746
097150_09715001,P136257 TO P136258,3-#2_AL_B,10.09,A CN,12,170,1641,2707,2763,---,0.4045,2.1791,0.9173,8.1903,170,2488,3938,4189,---,---
097150_097151,P136257 TO P118902,3-636_AL_C,9.98,ABCN,12,170,1658,2746,2803,3171,0.346,2.1573,0.8529,8.1247,170,2544,4081,4300,3983,4712
097151_097152,P118902 TO P104876,3-636_AL_C,10.24,ABCN,12,170,1632,2709,2764,3128,0.353,2.1869,0.8735,8.2617,170,2502,4021,4238,3926,4644
097152_097153,P104876 TO P118901,3-636_AL_C,10.46,ABCN,12,170,1610,2676,2731,3090,0.3592,2.213,0.8916,8.3824,170,2467,3970,4184,3877,4585
097153_09715301,P118901 TO P317649,3-#6_CU_C,10.67,ABCN,12,170,1582,2619,2672,3024,0.4489,2.247,0.9928,8.5083,170,2382,3765,4023,3718,4348
097153_097154,P118901 TO P104885,3-636_AL_C,10.66,ABCN,12,170,1590,2647,2701,3057,0.3649,2.237,0.9082,8.4932,170,2435,3925,4136,3834,4532
097154_097155,P104885 TO P118900,3-636_AL_C,10.86,ABCN,12,170,1571,2619,2672,3024,0.3705,2.2606,0.9246,8.6024,170,2405,3881,4090,3792,4481
097155_097156,P118900 TO P116171,3-636_AL_C,11.14,ABCN,12,170,1545,2581,2633,2980,0.3784,2.2941,0.9479,8.7575,170,2363,3820,4026,3733,4411
097156_09715601,P116171 TO P116172,3-#6_CU_B,11.54,A CN,12,169,1497,2479,2530,---,0.5441,2.3587,1.1349,8.9861,169,2221,3478,3753,---,---
097156_097157,P116171 TO P116170,3-636_AL_C,11.4,ABCN,12,170,1522,2546,2597,2940,0.3857,2.3248,0.9692,8.8995,170,2325,3766,3969,3682,4348
097157_097158,P116170 TO 971-289,3-636_AL_C,11.66,ABCN,12,170,1499,2513,2563,2901,0.393,2.3554,0.9905,9.0414,170,2289,3713,3914,3631,4288
FU 097122_097122A,P190321,Device Conductor 15A,4.26, BCN,12,172,2601,4022,4122,---,0.1837,1.4805,0.381,4.9946,172,4103,6171,6502,---,---
SW 097158_097158A,971-289,Device Conductor 600A,11.67,ABCN,12,170,1499,2513,2563,2901,0.393,2.3554,0.9905,9.0414,170,2289,3713,3914,3631,4288
09711201_09711202,P214962 TO P214963,3-#6_CU_C,2.55,ABCN,12,172,3076,4502,4631,5199,0.2973,1.299,0.4027,4.0846,172,4616,6327,6949,6300,7305
09711202_09711203,P214963 TO P214964,3-#6_CU_C,2.84,ABCN,12,171,2934,4256,4379,4915,0.4202,1.3456,0.5415,4.2571,171,4222,5630,6302,5738,6501
09711301_09711302,P32727 TO P32728,3-#2_AL_C,2.64, BCN,12,172,3068,4542,4669,---,0.2208,1.3023,0.3311,4.125,172,4748,6698,7225,---,---
09711302_09711303,P32728 TO P136519,3-#2_AL_B,2.94, BCN,12,171,2939,4339,4461,---,0.3014,1.3495,0.4281,4.2972,171,4417,6124,6704,---,---
09712201_09712202,P113125 TO P715827,3-336_AL_C,4.67,ABCN,12,172,2494,3880,3974,4480,0.2055,1.5329,0.4256,5.2269,172,3909,5900,6229,5712,6812
09712202_09712203,P715827 TO P113126,3-336_AL_C,4.78,ABCN,12,172,2468,3845,3938,4440,0.2111,1.5462,0.4369,5.2861,172,3862,5834,6163,5653,6737
09712203_09712204,P113126 TO 971-29R,3-336_AL_C,5.05,ABCN,12,171,2405,3760,3851,4342,0.2251,1.5798,0.4654,5.4348,171,3750,5675,6004,5509,6553
097122A_09712318,P190321 TO P419426,3-#2_AL_B,4.48, BCN,12,171,2534,3912,4009,---,0.2422,1.5147,0.4514,5.1196,171,3921,5815,6203,---,---
09712318_09712319,P419426 TO P419427,3-#2_AL_B,4.6, BCN,12,171,2499,3853,3949,---,0.2735,1.5329,0.489,5.1863,171,3830,5639,6052,---,---
09712318_09712325,P419426 TO P615924,3-#2_AL_B,4.59, BCN,12,171,2503,3859,3955,---,0.2703,1.5311,0.4851,5.1795,171,3839,5657,6067,---,---
09712319_09712320,P419427 TO P419428,3-#2_AL_B,4.73, BCN,12,171,2460,3787,3881,---,0.3095,1.554,0.5323,5.2633,171,3729,5448,5884,---,---
09712320_09712321,P419428 TO P519486,3-#4_CU_B,4.91, BCN,12,171,2410,3702,3795,---,0.3553,1.5814,0.5875,5.3626,171,3607,5219,5679,---,---
09712321_09712322,P519486 TO P519487,3-#2A5005C,5.16, BCN,12,171,2341,3583,3673,---,0.4319,1.6181,0.6775,5.5057,171,3433,4892,5385,---,---
09712321_09712324,P519486 TO P419430,3-#2_AL_B,5.1, BCN,12,171,2357,3609,3700,---,0.4073,1.6118,0.6501,5.4738,171,3478,4980,5461,---,---
09712322_09712323,P519487 TO P613511,3-#2A5005C,5.41, BCN,12,170,2273,3462,3550,---,0.511,1.656,0.7704,5.6535,170,3269,4591,5104,---,---
09712325_09712326,P615924 TO P615925,3-#2_AL_B,4.8, BCN,12,171,2440,3752,3846,---,0.3282,1.5649,0.5548,5.3032,171,3679,5353,5800,---,---
09712326_09712327,P615925 TO P615926,3-#2_AL_B,5.08, BCN,12,171,2364,3622,3713,---,0.4006,1.6072,0.6419,5.4578,171,3495,5011,5490,---,---
09714101_09714102,P319067 TO P319068,3-#6_CU_B,8.5,A CN,12,170,1819,2949,3013,---,0.4066,1.9938,0.8332,7.3214,170,2738,4226,4535,---,---
09714102_09714103,P319068 TO P319069,3-#6_CU_B,8.81,A CN,12,170,1766,2840,2902,---,0.5353,2.044,0.9786,7.4992,170,2588,3892,4253,---,---
09714801_09714802,P413379 TO P810556,3-#6_CU_B,9.83, BCN,12,170,1665,2734,2791,---,0.4388,2.1506,0.9375,8.0493,170,2503,3917,4196,---,---
09714802_09714803,P810556 TO P133169,3-#6_CU_B,10, BCN,12,169,1640,2681,2738,---,0.5107,2.1786,1.0187,8.1486,169,2432,3752,4060,---,---
09714803_09714804,P133169 TO P133170,3-#2_AL_B,10.1, BCN,12,169,1627,2656,2712,---,0.5374,2.1942,1.0508,8.2056,169,2401,3687,4002,---,---
09714803_09714807,P133169 TO P413444,3-#6_CU_B,10.24, BCN,12,169,1607,2609,2665,---,0.6098,2.2172,1.1305,8.2853,169,2339,3542,3880,---,---
09714804_09714805,P133170 TO P133171,3-#2_AL_B,10.45, BCN,12,169,1583,2569,2624,---,0.6309,2.2488,1.1631,8.4051,169,2299,3474,3810,---,---
09714805_09714806,P133171 TO P237752,3-#2_AL_B,10.69, BCN,12,169,1555,2513,2567,---,0.6931,2.2852,1.2379,8.538,169,2235,3344,3690,---,---
09715001_09715002,P136258 TO P136259,3-#2_AL_B,10.35,A CN,12,170,1608,2644,2699,---,0.4739,2.2197,1.0008,8.3385,170,2406,3760,4038,---,---
09715002_09715003,P136259 TO P136306,3-#2_AL_B,10.59,A CN,12,169,1579,2586,2641,---,0.5375,2.2568,1.0772,8.4742,169,2336,3608,3907,---,---
09715003_09715006,P136306 TO P136307,3-#2_AL_B,10.83,A CN,12,169,1550,2529,2583,---,0.6022,2.2946,1.155,8.6123,169,2268,3465,3779,---,---
097158A_097159,971-289 TO P116168,3-636_AL_C,11.97,ABCN,12,170,1474,2475,2524,2858,0.4014,2.3906,1.015,9.2042,170,2249,3655,3853,3575,4220
097159_09715901,P116168 TO P104913,3-#4_CU_C,12.07,ABCN,12,169,1463,2455,2504,2835,0.4279,2.4061,1.047,9.2629,169,2223,3595,3804,3527,4151
097159_097160,P116168 TO P105995,3-636_AL_C,12.09,ABCN,12,169,1464,2460,2509,2841,0.4048,2.4051,1.0251,9.2714,169,2233,3631,3828,3552,4193
097160_097161,P105995 TO P215405,3-636_AL_C,12.22,ABCN,12,169,1454,2445,2493,2823,0.4083,2.4198,1.0353,9.3391,169,2217,3608,3803,3530,4166
097161_097162,P215405 TO P107142,3-636_AL_C,12.37,ABCN,12,169,1441,2427,2475,2802,0.4125,2.4376,1.0476,9.4215,169,2198,3579,3774,3503,4133
097162_097163,P107142 TO 971-26R,3-636_AL_C,12.52,ABCN,12,169,1430,2409,2456,2782,0.4168,2.4555,1.0601,9.5045,169,2179,3552,3745,3476,4101
FU 09715003_09715003A,P136306,Device Conductor 15A,10.6,A CN,12,169,1579,2586,2641,---,0.5375,2.2568,1.0772,8.4742,169,2336,3608,3906,---,---
RC 09712204_09712204A,971-29R,Device Conductor 560A,5.06,ABCN,12,171,2405,3760,3851,4342,0.2251,1.5798,0.4654,5.4348,171,3750,5675,6004,5509,6553
RC 097163_097163A,971-26R,Device Conductor 630A,12.53,ABCN,12,169,1430,2409,2456,2782,0.4168,2.4555,1.0601,9.5045,169,2179,3552,3745,3476,4101
09712204A_09712205,971-29R TO P113128,3-336_AL_C,5.3,ABCN,12,171,2350,3686,3774,4256,0.2378,1.6104,0.4914,5.5703,171,3653,5538,5865,5385,6395
09712205_09712206,P113128 TO P171727,3-336_AL_C,5.46,ABCN,12,171,2316,3640,3726,4203,0.246,1.6301,0.5081,5.6577,171,3593,5453,5780,5307,6297
09712206_09712207,P171727 TO P113129,3-336_AL_C,5.6,ABCN,12,171,2288,3601,3686,4158,0.2531,1.6469,0.5224,5.7323,171,3543,5382,5708,5243,6215
09712207_09712208,P113129 TO P612224,3-#2_AL_B,5.7, BCN,12,171,2263,3558,3642,---,0.2806,1.663,0.5555,5.7911,171,3477,5249,5596,---,---
09712207_09712211,P113129 TO P715828,3-336_AL_C,5.77,ABCN,12,171,2252,3552,3635,4101,0.2622,1.6688,0.541,5.8291,171,3481,5293,5618,5161,6112
09712208_09712209,P612224 TO P612225,3-#2_AL_B,5.93, BCN,12,171,2209,3463,3545,---,0.3417,1.6987,0.629,5.9216,171,3338,4974,5359,---,---
09712209_09712210,P612225 TO P612226,3-#2_AL_B,6.16, BCN,12,171,2156,3369,3449,---,0.4034,1.7348,0.7032,6.0533,171,3209,4720,5134,---,---
09712211_09712212,P715828 TO P113130,3-336_AL_C,5.9,ABCN,12,171,2228,3518,3601,4062,0.2685,1.6841,0.554,5.8971,171,3438,5232,5557,5105,6042
09712212_09712213,P113130 TO P715829,3-336_AL_C,6.07,ABCN,12,171,2195,3472,3553,4010,0.2774,1.7055,0.5722,5.9917,171,3381,5150,5473,5030,5947
09712213_09712214,P715829 TO P113131,3-336_AL_C,6.23,ABCN,12,171,2165,3430,3510,3961,0.2858,1.7256,0.5892,6.0807,171,3328,5075,5397,4961,5860
09712214_09712215,P113131 TO P166713,3-#2_AL_C,6.35,ABCN,12,171,2138,3384,3463,3908,0.3184,1.7441,0.6284,6.1515,171,3259,4936,5279,4849,5699
09712214_09712219,P113131 TO P715830,3-336_AL_C,6.4,ABCN,12,171,2134,3387,3465,3911,0.2946,1.7467,0.6071,6.1742,171,3275,4998,5319,4890,5771
09712215_09712216,P166713 TO P312745,3-#2_AL_C,6.48,ABCN,12,171,2110,3336,3414,3852,0.3526,1.7635,0.6695,6.2257,171,3190,4797,5160,4737,5539
09712216_09712217,P312745 TO P710870,3-#2_AL_B,6.73, BCN,12,170,2058,3242,3318,---,0.4193,1.8025,0.7497,6.3682,170,3061,4543,4936,---,---
09712217_09712218,P710870 TO P710878,3-#2_AL_B,6.88, BCN,12,170,2027,3186,3261,---,0.4599,1.8262,0.7985,6.4549,170,2988,4399,4806,---,---
09712219_09712220,P715830 TO P113132,3-336_AL_C,6.6,ABCN,12,171,2098,3337,3413,3853,0.3052,1.7721,0.6288,6.287,171,3213,4909,5228,4808,5668
09712220_09712221,P113132 TO P715831,3-336_AL_C,6.75,ABCN,12,171,2071,3300,3375,3810,0.3131,1.7911,0.6449,6.3711,171,3168,4844,5162,4748,5593
09712221_09712222,P715831 TO P113133,3-336_AL_C,6.88,ABCN,12,171,2049,3269,3343,3774,0.32,1.8076,0.6589,6.4441,171,3130,4789,5106,4697,5530
09712222_09712223,P113133 TO P117455,3-#6_CU_B,7.27,A CN,12,170,1968,3107,3179,---,0.4809,1.8703,0.8406,6.6662,170,2893,4273,4673,---,---
09712222_09712240,P113133 TO P113134,3-336_AL_C,7.09,ABCN,12,171,2016,3221,3294,3720,0.3306,1.833,0.6805,6.5569,171,3073,4707,5022,4621,5435
09712222_09712313,P113133 TO P710871,3-#2_AL_B,6.97,AB N,12,171,2033,3239,3313,---,0.3424,1.8206,0.6858,6.4918,171,3088,4702,5032,---,---
09712240_09712241,P113134 TO P714597,3-336_AL_C,7.3,ABCN,12,171,1983,3174,3246,3665,0.3415,1.8592,0.7028,6.673,171,3017,4625,4939,4545,5340
09712241_09712242,P714597 TO P714598,3-#2_AL_B,7.56,A CN,12,170,1935,3088,3157,---,0.4104,1.8995,0.7856,6.8201,170,2899,4382,4729,---,---
09712241_09712244,P714597 TO P113135,3-336_AL_C,7.63,ABCN,12,170,1933,3102,3172,3582,0.3587,1.9004,0.7377,6.8555,170,2932,4502,4813,4431,5198
09712242_09712243,P714598 TO P714599,3-#2_AL_B,7.82,A CN,12,170,1889,3003,3071,---,0.4795,1.9399,0.8687,6.9677,170,2788,4160,4532,---,---
09712244_09712245,P113135 TO P719679,3-#2_AL_B,7.83,A  N,12,170,1897,---,---,---,0.4157,1.9592,0.7947,6.9143,170,2845,---,---,---,---
09712244_09712247,P113135 TO P113136,3-336_AL_C,7.85,ABCN,12,170,1900,3056,3123,3528,0.3703,1.9284,0.7615,6.9795,170,2877,4422,4731,4356,5106
09712247_09715936A,P113136 TO 971971,3-336_AL_C,8.15,ABCN,12,170,1858,2996,3062,3459,0.3857,1.9654,0.7929,7.1433,170,2808,4320,4627,4262,4988
09712313_09712314,P710871 TO P710872,3-#2_AL_B,7.27,AB N,12,170,1975,3134,3206,---,0.4225,1.8674,0.7821,6.6628,170,2945,4413,4780,---,---
09712314_09712315,P710872 TO P710873,3-#2_AL_B,7.57,AB N,12,170,1919,3031,3102,---,0.5028,1.9144,0.8787,6.8344,170,2813,4152,4546,---,---
09712315_09712316,P710873 TO P710874,3-#2_AL_B,7.81,AB N,12,170,1877,2953,3022,---,0.5661,1.9514,0.9548,6.9695,170,2717,3966,4373,---,---
09712316_09712317,P710874 TO P711586,3-#2_AL_B,8.02,AB N,12,169,1840,2883,2950,---,0.6246,1.9855,1.0251,7.0943,169,2633,3807,4223,---,---
09715003A_09715004,P136306 TO D145953,1C#2SAPECN,11.05,A CN,12,168,1544,2500,2554,---,0.6913,2.2978,1.3601,8.5846,168,2205,3334,3649,---,---
09715004_09715005,D145953 TO CG199999,1C#2SAPECN,11.06,A CN,12,168,1543,2499,2553,---,0.6947,2.2987,1.3664,8.5871,168,2202,3328,3643,---,---
09715901_09715902,P104913 TO 971-27,3-#4_CU_C,12.19,ABCN,12,169,1452,2433,2481,2809,0.4579,2.4235,1.0831,9.3291,169,2194,3529,3750,3474,4075
09715936A_09712248,971971 TO P113192,3-336_AL_C,8.3,ABCN,12,170,1838,2966,3032,3425,0.3935,1.9841,0.8088,7.2264,170,2774,4270,4575,4215,4931
097163A_097164,971-26R TO P415194,3-636_AL_C,12.76,ABCN,12,169,1412,2382,2429,2751,0.4232,2.4826,1.0789,9.6296,169,2151,3510,3701,3436,4053
097164_097165,P415194 TO P215403,3-636_AL_C,12.97,ABCN,12,169,1396,2359,2405,2723,0.4291,2.5075,1.0962,9.7448,169,2126,3473,3662,3401,4010
097165_097166,P215403 TO P215402,3-636_AL_C,13.23,ABCN,12,169,1377,2331,2376,2691,0.4362,2.5373,1.1169,9.883,169,2097,3429,3616,3359,3960
097166_097167,P215402 TO P215401,3-636_AL_C,13.45,ABCN,12,169,1361,2306,2351,2663,0.4425,2.5641,1.1356,10.007,169,2071,3391,3576,3322,3916
097167_097168,P215401 TO P215400,3-636_AL_C,13.75,ABCN,12,169,1341,2275,2319,2627,0.4507,2.5987,1.1596,10.167,169,2039,3343,3526,3276,3860
097168_09716801,P215400 TO P136600,3-#2_AL_B,13.82, BCN,12,169,1334,2262,2305,---,0.4715,2.6109,1.1846,10.2114,169,2022,3304,3494,---,---
097168_097169,P215400 TO P215399,3-636_AL_C,14.05,ABCN,12,169,1320,2244,2287,2591,0.4592,2.6343,1.1843,10.3318,169,2007,3295,3476,3229,3805
