Section - Id,Section - Phase Cond,Section - Amp Rating,Section - Dist,Section - Phasing,Volts - Out,Volts - Drop,Into - Amps,Into - pf,% Ldg - Cont,% Ldg - Emer,In - kW,In - kvar,Into - kW,Into - kvar,Into - c.kVA,Into - Cust,Loss - kW,Loss - kvar,Load Cat,Desc
035518_03551801,3-#4_CU_B,180,4.44,A CN,125.6,0,0.7,97.3,0,0,10,2,10,2,25,6,0,0,---,P75956 TO P77521
035518_03551802,3-#4_CU_B,180,4.64, BCN,125.5,0,1.5,97.4,1,1,10,2,21,5,50,6,0,0,---,P75956 TO P77522
035518_035519,3-394_AL_C,530,4.41,ABCN,125.6,0,159.3,-99.5,30,30,0,0,3450,-330,7491,1222,0,1,---,P75956 TO P374924
035519_035520,3-394_AL_C,530,4.7,ABCN,125.5,0,159.3,-99.5,30,30,0,0,3449,-331,7491,1222,1,3,---,P374924 TO P75957
035520_035521,3-394_AL_C,530,5.24,ABCN,125.5,0.1,158.9,-99.5,30,30,0,0,3438,-336,7466,1221,2,5,---,P75957 TO P102599
035521_035522,3-336_AL_C,530,5.3,ABCN,125.5,0,158.9,-99.5,30,30,0,0,3436,-342,7466,1221,0,1,---,P102599 TO P102598
035522_035523,3-336_AL_C,530,5.46,ABCN,125.4,0,158.9,-99.5,30,30,4,1,3435,-342,7466,1221,1,2,---,P102598 TO P102597
035523_035524,3-336_AL_C,530,5.77,ABCN,125.4,0,158.7,-99.5,30,30,0,0,3431,-345,7456,1221,1,3,---,P102597 TO 355-1
0355301_0355302,3-636_AL_C,770,1.03,ABCN,125.9,0,0,100,0,0,0,0,0,0,0,0,0,0,---,P776636 TO 355-T1-356
03555A_0355501,3-#2A5005C,180,1.09, BCN,125.9,0,1.9,97.4,1,1,10,2,27,6,65,5,0,0,---,P777440 TO P777441
0355901_0355902,3-#6_CU_C,130,2.44,AB N,125.7,0.1,24.5,97.2,19,19,10,2,345,83,864,64,0,0,---,P177502 TO P177501
0355902_0355903,3-#6_CU_C,130,2.68,AB N,125.7,0,23.8,97.2,18,18,4,1,335,81,839,60,0,0,---,P177501 TO P870118
0355903_0355904,3-#6_CU_C,130,2.97,AB N,125.6,0.1,23.5,97.2,18,18,6,1,331,80,830,59,0,0,---,P870118 TO P173767
0355904_0355905,3-#4_CU_B,180,3.84,AB N,125.6,0,0.7,97.3,0,0,10,2,10,2,25,3,0,0,---,P173767 TO P173768
0355904_0355906,3-#6_CU_C,130,3.1,AB N,125.6,0,22.3,97.2,17,17,0,0,315,76,790,55,0,0,---,P173767 TO P76593
0355949A_0355950,3-#4_CU_B,180,2.28, BCN,125.8,0,1.9,97.4,1,1,0,0,27,6,65,6,0,0,---,P578556 TO P578557
0355950_0355951,3-#4_CU_B,180,2.53, BCN,125.8,0,0.4,97.4,0,0,6,1,6,1,15,2,0,0,---,P578557 TO P578558
0355950_0355952,3-#2_AL_B,180,2.35, BCN,125.8,0,1.5,97.4,1,1,10,2,21,5,50,4,0,0,---,P578557 TO P139707
0355952_0355953,3-#2_AL_B,180,2.46, BCN,125.8,0,0.7,97.4,0,0,10,2,10,2,25,3,0,0,---,P139707 TO P139708
FU 03551306_03551306A,Device Conductor 150A,150,3.11,ABCN,125.7,0,23.5,97.7,16,16,0,0,501,110,1240,102,0,0,---,P75951
FU 03551394_03551394A,Device Conductor 15A,15,3.18, BCN,125.7,0,0,100,0,0,0,0,0,0,0,0,0,0,---,P77682
FU 035513_035513A,Device Conductor 100A,100,2.88,A CN,125.7,0,1.9,97.3,2,2,0,0,27,6,65,3,0,0,---,P75952
FU 035516_035516A,Device Conductor 10A,10,3.96, BCN,125.6,0,2.1,97.4,21,21,0,0,30,7,72,6,0,0,---,P75955
FU 035517_035517A,Device Conductor 30A,30,4.04,A CN,125.6,0,7.3,97.3,24,24,0,0,103,24,245,19,0,0,---,P678712
FU 035520_035520A,Device Conductor 15A,15,4.71,A CN,125.5,0,0.7,97.3,5,5,0,0,10,2,25,1,0,0,---,P75957
FU 0355906_0355906A,Device Conductor 125A,125,3.11,AB N,125.6,0,22.3,97.2,18,18,0,0,315,76,790,55,0,0,---,P76593
SW 035524_035524A,Device Conductor 600A,600,5.78,ABCN,125.4,0,158.7,-99.5,26,26,0,0,3429,-348,7456,1221,0,0,---,355-1
SW 0355302_0356402,Device Conductor 600A,600,1.04,ABCN,125.9,0,0,100,0,0,0,0,0,0,0,0,0,0,---,TS 355-T1-356
03551201_03551202,3-#2_AL_C,180,2.76,ABCN,125.8,0,0.5,97.3,0,0,10,2,10,2,25,2,0,0,---,P30127 TO P878624
03551306_03551392,3-#6_CU_B,130,3.25,A CN,125.7,0,1.5,97.3,1,1,10,2,21,5,50,3,0,0,---,P75951 TO P872340
03551306A_03551307,3-#4_CU_C,180,3.48,ABCN,125.7,0,23.5,97.7,13,13,6,2,501,110,1240,102,0,0,---,P75951 TO P75950
03551307_03551308,3-#4_CU_C,180,3.75,ABCN,125.6,0,23.2,97.7,13,13,0,0,494,108,1224,100,0,0,---,P75950 TO P778113
03551308_03551314,3-#4_CU_C,180,4.18,ABCN,125.6,0,22,97.7,12,12,0,0,467,102,1159,91,0,0,---,P778113 TO 355355
03551314_03551315,3-#4_CU_C,180,4.49,ABCN,125.6,0,12.5,98,7,7,10,2,266,54,680,57,0,0,---,355355 TO P75947
03551314_03551367,3-#6_CU_B,130,4.37, BCN,125.5,0,14.2,97.3,11,11,10,2,201,47,480,34,0,0,---,355355 TO P177855
03551315_03551316,3-#4_CU_C,180,4.94,ABCN,125.5,0,12,98,7,7,10,2,255,52,655,55,0,0,---,P75947 TO P75946
03551316_03551317,3-#4_CU_C,180,5.15,ABCN,125.5,0,11.5,98,6,6,6,1,245,49,630,55,0,0,---,P75946 TO P872652
03551317_03551318,3-4/0_CU_C,480,5.49,ABCN,125.5,0,11.2,98,2,2,0,0,239,48,615,53,0,0,---,P872652 TO P875792
03551318_03551319,3-#4_CU_C,180,5.69,ABCN,125.5,0,10.7,98.1,6,6,10,2,228,45,590,52,0,0,---,P875792 TO P75944
03551318_03551365,3-#4_CU_B,180,5.69,A CN,125.6,0,0.7,97.3,0,0,0,0,10,2,25,1,0,0,---,P875792 TO P875793
03551319_03551320,3-#4_CU_C,180,5.93,ABCN,125.5,0,10.2,98.1,6,6,0,0,218,43,565,51,0,0,---,P75944 TO P178238
03551320_03551321,3-#4_CU_C,180,6.16,ABCN,125.5,0,10.2,98.1,6,6,0,0,218,43,565,51,0,0,---,P178238 TO P178239
03551321_03551322,3-#4_CU_C,180,6.41,ABCN,125.5,0,10.2,98.1,6,6,10,2,218,43,565,51,0,0,---,P178239 TO P671396
03551322_03551323,3-#4_CU_C,180,6.62,ABCN,125.5,0,9.7,98.2,5,5,0,0,207,40,540,48,0,0,---,P671396 TO P275033
03551323_03551324,3-#4_CU_C,180,6.78,ABCN,125.5,0,0.5,97.3,0,0,10,2,10,2,25,1,0,0,---,P275033 TO P178240
03551323_03551326,3-#6_CU_B,130,6.84,AB N,125.5,0,7.2,98.8,6,6,10,2,103,16,290,28,0,0,---,P275033 TO P375565
03551323_03551348,3-#6_CU_B,130,6.74, BCN,125.4,0,6.7,97.3,5,5,10,2,94,22,225,19,0,0,---,P275033 TO P275034
03551324_03551325,3-#4_CU_C,180,7.52,ABCN,125.5,0,0,100,0,0,0,0,0,0,0,0,0,0,---,P178240 TO 355-T5-356
03551326_03551327,3-#4_CU_B,180,7.01,AB N,125.5,0,6.5,99,4,4,0,0,93,13,265,26,0,0,---,P375565 TO P871443
03551327_03551333,3-#4_CU_B,180,7.25,AB N,125.4,0,5.4,97.2,3,3,0,0,76,18,190,17,0,0,---,P871443 TO P574111
03551333_03551334,3-#4_CU_B,180,7.3,AB N,125.4,0,0.4,97.3,0,0,6,1,6,1,15,3,0,0,---,P574111 TO P676547
03551333_03551335,3-#2A5005C,180,7.4,AB N,125.4,0,4.2,97.3,2,2,0,0,60,14,150,13,0,0,---,P574111 TO P775242
03551333_03551346,3-#2_AL_B,180,7.36,AB N,125.4,0,0.7,97.3,0,0,0,0,10,2,25,1,0,0,---,P574111 TO P877628
03551335_03551336,3-#2A5005C,180,7.53,AB N,125.4,0,3.5,97.3,2,2,0,0,50,12,125,11,0,0,---,P775242 TO P775245
03551335_03551345,3-#2A5005C,180,7.5,AB N,125.4,0,0.7,97.3,0,0,10,2,10,2,25,2,0,0,---,P775242 TO P775243
03551336_03551337,3-#2_AL_B,180,7.57,AB N,125.4,0,0.7,97.3,0,0,0,0,10,2,25,4,0,0,---,P775245 TO P876694
03551336_03551339,3-#2_AL_B,180,7.82,AB N,125.4,0,2.1,97.3,1,1,20,5,30,7,75,4,0,0,---,P775245 TO P875469
03551336_03551342,3-#2_AL_C,180,7.62,AB N,125.4,0,0.7,97.3,0,0,0,0,10,2,25,3,0,0,---,P775245 TO P775798
03551339_03551340,3-#2_AL_B,180,7.98,AB N,125.4,0,0.7,97.3,0,0,0,0,10,2,25,2,0,0,---,P875469 TO P876561
03551340_03551341,3-#2_AL_B,180,8.18,AB N,125.4,0,0.7,97.3,0,0,10,2,10,2,25,2,0,0,---,P876561 TO P876562
03551342_03551343,3-#2_AL_B,180,7.95,AB N,125.4,0,0.7,97.3,0,0,0,0,10,2,25,3,0,0,---,P775798 TO P775799
03551343_03551344,3-#2_AL_B,180,7.96,AB N,125.4,0,0.7,97.3,0,0,10,2,10,2,25,3,0,0,---,P775799 TO CG199999
03551346_03551347,3-#2_AL_B,180,7.55,AB N,125.4,0,0.7,97.3,0,0,10,2,10,2,25,1,0,0,---,P877628 TO P877629
03551348_03551349,3-#6_CU_B,130,6.94, BCN,125.4,0,5.9,97.4,5,5,21,5,83,20,200,18,0,0,---,P275034 TO P275035
03551349_03551350,3-#6_CU_B,130,7.2, BCN,125.4,0,4.4,97.4,3,3,0,0,63,15,150,15,0,0,---,P275035 TO P275036
03551350_03551356,3-#6_CU_B,130,7.42, BCN,125.4,0,3.7,97.4,3,3,0,0,52,12,125,13,0,0,---,P275036 TO P275037
03551356_03551357,3-#6_CU_B,130,7.53, BCN,125.4,0,3.7,97.4,3,3,21,5,52,12,125,13,0,0,---,P275037 TO P378569
03551357_03551358,3-#6_CU_B,130,7.71, BCN,125.4,0,2.2,97.4,2,2,0,0,31,7,75,7,0,0,---,P378569 TO P275038
03551358_03551359,3-#6_CU_B,130,7.81, BCN,125.3,0,2.2,97.4,2,2,0,0,31,7,75,7,0,0,---,P275038 TO P275039
03551359_03551360,3-#6_CU_B,130,8.17, BCN,125.3,0,0.7,97.4,1,1,10,2,10,2,25,1,0,0,---,P275039 TO P278985
03551359_03551361,3-#6_CU_B,130,7.94, BCN,125.3,0,1.5,97.4,1,1,0,0,21,5,50,6,0,0,---,P275039 TO P372329
03551361_03551362,3-#2_AL_B,180,8.18, BCN,125.3,0,0.7,97.4,0,0,0,0,10,2,25,3,0,0,---,P372329 TO P872510
03551361_03551364,3-#6_CU_B,130,8.23, BCN,125.3,0,0.7,97.4,1,1,10,2,10,2,25,3,0,0,---,P372329 TO P372330
03551362_03551363,3-#2_AL_B,180,8.34, BCN,125.3,0,0.7,97.4,0,0,10,2,10,2,25,3,0,0,---,P872510 TO P872511
03551365_03551366,3-#4_CU_B,180,5.7,A CN,125.6,0,0.7,97.3,0,0,10,2,10,2,25,1,0,0,---,P875793 TO CG199999
03551392_03551393,3-#6_CU_B,130,3.4,A CN,125.7,0,0.7,97.3,1,1,10,2,10,2,25,2,0,0,---,P872340 TO P472240
03551394A_03551395,3-#6_CU_B,130,3.37, BCN,125.7,0,0,100,0,0,0,0,0,0,0,0,0,0,---,P77682 TO P372493
035513A_03551301,3-#6_CU_B,130,3.11,A CN,125.7,0,1.9,97.3,1,1,0,0,27,6,65,3,0,0,---,P75952 TO P75976
035516A_03551601,3-#2A5005C,180,4, BCN,125.6,0,1.4,97.4,1,1,0,0,20,5,47,5,0,0,---,P75955 TO P276957
035516A_03551605,3-#2_AL_B,180,4.03, BCN,125.6,0,0.7,97.4,0,0,10,2,10,2,25,1,0,0,---,P75955 TO P139522
035517A_03551701,3-#4_CU_B,180,4.27,A CN,125.6,0,7.3,97.3,4,4,6,2,103,24,245,19,0,0,---,P678712 TO P678713
03551802_03551803,3-#4_CU_B,180,4.8, BCN,125.5,0,0.7,97.4,0,0,10,2,10,2,25,2,0,0,---,P77522 TO P77523
035520A_03552001,3-#6_CU_B,130,4.97,A CN,125.5,0,0.7,97.3,1,1,10,2,10,2,25,1,0,0,---,P75957 TO P277754
035524A_035525,3-336_AL_C,530,5.99,ABCN,125.4,0,158.7,-99.5,30,30,0,0,3429,-348,7456,1221,1,2,---,355-1 TO P102595
035525_03552501,3-336_AL_C,530,6.14,ABCN,125.4,0,94.9,-90.9,18,18,10,2,1873,-861,4544,1006,0,1,---,P102595 TO P75961
035525_035526,3-3/0_AL_C,300,6.06,ABCN,125.4,0,75.4,95,25,25,0,0,1555,512,2912,215,0,0,---,P102595 TO P574574
035526_03552601,3-#2_AL_C,180,6.47,ABCN,125.4,0,0,100,0,0,0,0,0,0,0,0,0,0,---,TS 355-T3-1458
035526_035527,3-#4_CU_B,180,6.12,ABCN,125.3,0,75.4,95,42,42,0,0,1555,512,2912,215,0,0,---,P574574 TO 355-41R
0355501_0355502,3-#2A5005C,180,1.31, BCN,125.9,0,1.2,97.4,1,1,0,0,17,4,40,4,0,0,---,P777441 TO P777442
0355502_0355503,3-#2A5005C,180,1.52, BCN,125.9,0,1.2,97.4,1,1,10,2,17,4,40,4,0,0,---,P777442 TO P777443
0355503_0355504,3-#2A5005C,180,1.58, BCN,125.9,0,0.4,97.4,0,0,0,0,6,1,15,2,0,0,---,P777443 TO P777444
0355504_0355505,3-#2A5005C,180,1.78, BCN,125.9,0,0.4,97.4,0,0,0,0,6,1,15,2,0,0,---,P777444 TO P777445
0355505_0355506,3-#2A5005C,180,2.03, BCN,125.9,0,0.4,97.4,0,0,6,1,6,1,15,2,0,0,---,P777445 TO P777446
0355906A_0355907,3-#6_CU_C,130,3.39,AB N,125.5,0,22.3,97.2,17,17,6,1,315,76,790,55,0,0,---,P76593 TO P76592
0355907_0355908,3-#6_CU_C,130,3.72,AB N,125.5,0,19.1,97.2,15,15,0,0,269,65,675,46,0,0,---,P76592 TO P875374
0355907_0355944,3-#6_CU_B,130,3.58,AB N,125.5,0,2.8,97.3,2,2,0,0,40,10,100,7,0,0,---,P76592 TO P76591
0355908_0355920,3-#6_CU_B,130,3.9,AB N,125.5,0,13.4,97.2,10,10,0,0,189,45,475,33,0,0,---,P875374 TO P278339
0355920_0355921,3-#6_CU_B,130,3.94,AB N,125.5,0,1.4,97.3,1,1,0,0,20,5,50,5,0,0,---,P278339 TO P870343
0355920_0355923,3-#6_CU_B,130,4.17,AB N,125.4,0,12,97.2,9,9,10,2,169,41,425,28,0,0,---,P278339 TO P278340
0355923_0355924,3-#6_CU_B,130,4.57,AB N,125.4,0,11.3,97.2,9,9,0,0,159,38,400,26,0,0,---,P278340 TO P278341
0355924_0355930,3-#6_CU_B,130,4.86,AB N,125.4,0,9.2,97.2,7,7,0,0,129,31,325,21,0,0,---,P278341 TO P870351
0355930_0355933,3-#6_CU_B,130,5.07,AB N,125.4,0,7.1,97.3,5,5,0,0,100,24,250,17,0,0,---,P870351 TO P278342
0355933_0355938,3-#6_CU_B,130,5.21,AB N,125.4,0,0.7,97.3,1,1,10,2,10,2,25,6,0,0,---,P278342 TO P875805
0355933_0355939,3-#6_CU_B,130,5.28,AB N,125.4,0,4.2,97.3,3,3,0,0,60,14,150,6,0,0,---,P278342 TO P872877
0355939_0355943,3-#6_CU_B,130,5.5,AB N,125.4,0,0.7,97.3,1,1,10,2,10,2,25,2,0,0,---,P872877 TO P278343
0355944_0355945,3-#6_CU_B,130,3.78,AB N,125.5,0,1.4,97.3,1,1,20,5,20,5,50,3,0,0,---,P76591 TO P870163
0355944_0355946,3-#2_AL_B,180,3.69,AB N,125.5,0,1.4,97.3,1,1,0,0,20,5,50,4,0,0,---,P76591 TO P776444
0355945_03551314A,3-#6_CU_B,130,3.91,AB N,125.5,0,0,100,0,0,0,0,0,0,0,0,0,0,---,P870163 TO 355355
0355946_0355947,3-#4_CU_B,180,3.96,AB N,125.5,0,1.4,97.3,1,1,10,2,20,5,50,4,0,0,---,P776444 TO P776445
0355947_0355948,3-#6_CU_B,130,4.06,AB N,125.5,0,0.7,97.3,1,1,10,2,10,2,25,2,0,0,---,P776445 TO P271276
FU 03551301_03551301A,Device Conductor 10A,10,3.12,A CN,125.7,0,1.5,97.3,15,15,0,0,21,5,50,2,0,0,---,P75976
FU 03551308_03551308A,Device Conductor 20A,20,3.76,A CN,125.7,0,1.9,97.3,10,10,0,0,27,6,65,9,0,0,---,P778113
FU 03551327_03551328,Device Conductor 30A,30,7.02,A  N,125.6,0,2.4,-96.3,8,8,0,0,17,-5,75,9,0,0,---,355-1686B
FU 03551337_03551337A,Device Conductor 10A,10,7.58,AB N,125.4,0,0.7,97.3,7,7,0,0,10,2,25,4,0,0,---,P876694
FU 03551350_03551350A,Device Conductor 10A,10,7.21, BCN,125.4,0,0.7,97.4,7,7,0,0,10,2,25,2,0,0,---,P275036
FU 03551367_03551367A,Device Conductor 75A,75,4.38, BCN,125.5,0,13.5,97.3,18,18,0,0,190,45,455,33,0,0,---,P177855
FU 0355908_0355908A,Device Conductor 60A,60,3.73,A  N,125.3,0,11.3,97.2,19,19,0,0,79,19,200,13,0,0,---,P875374
FU 0355921_0355921A,Device Conductor 10A,10,3.95,AB N,125.5,0,1.4,97.3,14,14,0,0,20,5,50,5,0,0,---,P870343
FU 0355924_0355924A,Device Conductor 15A,15,4.58,AB N,125.4,0,2.1,97.3,14,14,0,0,30,7,75,5,0,0,---,P278341
FU 0355930_0355930A,Device Conductor 15A,15,4.87,AB N,125.4,0,2.1,97.3,14,14,0,0,30,7,75,4,0,0,---,P870351
FU 0355933_0355933A,Device Conductor 15A,15,5.08,AB N,125.4,0,2.1,97.3,14,14,0,0,30,7,75,5,0,0,---,P278342
FU 0355939_0355939A,Device Conductor 30A,30,5.29,AB N,125.4,0,3.5,97.3,12,12,0,0,50,12,125,4,0,0,---,P872877
RC 035527_035527A,Device Conductor 630A,630,6.13,ABCN,125.3,0,75.4,95,12,12,0,0,1555,512,2912,215,0,0,---,355-41R
TF 03551325_03564083,Device Conductor 300A,300,7.53,ABCN,125.5,0,0,100,0,0,0,0,0,0,0,0,0,0,---,TS 355-T5-356
03551301_03551305,3-#6_CU_B,130,3.45,A CN,125.7,0,0.4,97.3,0,0,6,2,6,2,15,1,0,0,---,P75976 TO P75975
03551301A_03551302,#2_CU_PECN,135,3.45,A CN,125.7,0,1.5,97.3,1,1,0,0,21,5,50,2,0,0,---,P75976 TO H2421583565
03551302_03551303,#2_CU_PECN,135,3.6,A CN,125.7,0,0.7,97.3,1,1,10,2,10,2,25,1,0,0,---,H2421583565 TO D2422083580
03551302_03551304,#2_CU_PECN,135,3.65,A CN,125.7,0,0.7,97.3,1,1,10,2,10,2,25,1,0,0,---,H2421583565 TO D2424083570
03551308A_03551309,3-#4_CU_B,180,3.93,A CN,125.7,0,1.5,97.3,1,1,10,2,21,5,50,7,0,0,---,P778113 TO P977008
03551308A_03551313,3-#2A5005C,180,3.94,A CN,125.7,0,0.4,97.3,0,0,6,2,6,2,15,2,0,0,---,P778113 TO P778114
03551309_03551310,3-#2_AL_B,180,4.09,A CN,125.7,0,0.7,97.3,0,0,0,0,10,2,25,3,0,0,---,P977008 TO P977039
03551310_03551311,3-#2_AL_B,180,4.26,A CN,125.7,0,0.7,97.3,0,0,0,0,10,2,25,3,0,0,---,P977039 TO P977140
03551311_03551312,3-#2_AL_B,180,4.57,A CN,125.7,0,0.7,97.3,0,0,10,2,10,2,25,3,0,0,---,P977140 TO P33906
03551328_03551328A,Device Conductor 600A,600,7.03,A  N,125.6,0,2.4,-96.3,0,0,0,0,17,-5,75,9,0,0,---,355-1686B
03551328A_03551329,1C#2SAPECN,108,7.12,A  N,124.7,0,12.2,97.2,11,11,0,0,30,7,75,9,0,0,---,355-1686B TO H2450083410
03551329_03551330,#2_CU_PECN,135,7.41,A  N,124.7,0,12.2,97.2,9,9,10,2,30,7,75,9,0,0,---,H2450083410 TO D2448283417
03551330_03551331,#2_CU_PECN,135,7.76,A  N,124.7,0,8.1,97.2,6,6,0,0,20,5,50,5,0,0,---,D2448283417 TO D2445383402
03551331_03551332,#2_CU_PECN,135,7.77,A  N,124.7,0,8.1,97.2,6,6,20,5,20,5,50,5,0,0,---,D2445383402 TO CG199999
03551337A_03551338,1C#2SAPECN,108,7.89,AB N,125.4,0,0.7,97.3,1,1,10,2,10,2,25,4,0,0,---,P876694 TO D2449082750
03551350A_03551351,1C#2SAPECN,108,7.41, BCN,125.4,0,0.7,97.4,1,1,0,0,10,2,25,2,0,0,---,P275036 TO H2446083525
03551351_03551352,1C#2SAPECN,108,7.71, BCN,125.4,0,0.7,97.4,1,1,0,0,10,2,25,2,0,0,---,H2446083525 TO D2445583530
03551352_03551353,#2_CU_PECN,135,7.99, BCN,125.4,0,0.7,97.4,1,1,0,0,10,2,25,2,0,0,---,D2445583530 TO D2443583528
03551353_03551354,#2_CU_PECN,135,8.15, BCN,125.4,0,0.7,97.4,1,1,0,0,10,2,25,2,0,0,---,D2443583528 TO D2442583540
03551354_03551355,#2_CU_PECN,135,8.16, BCN,125.4,0,0.7,97.4,1,1,10,2,10,2,25,2,0,0,---,D2442583540 TO CG199999
03551367A_03551368,3-#6_CU_B,130,4.58, BCN,125.5,0,13.5,97.3,10,10,10,2,190,45,455,33,0,0,---,P177855 TO P177856
03551368_03551369,3-#6_CU_B,130,5.11, BCN,125.4,0.1,12.7,97.3,10,10,10,2,180,42,430,31,0,0,---,P177856 TO P177857
03551369_03551370,3-#6_CU_B,130,5.41, BCN,125.4,0,12,97.3,9,9,0,0,169,40,405,30,0,0,---,P177857 TO P371613
03551370_03551371,3-#2_AL_B,180,5.59, BCN,125.4,0,11.1,97.3,6,6,0,0,157,37,375,27,0,0,---,P371613 TO P130475
03551370_03551390,3-#2_AL_B,180,5.68, BCN,125.4,0,0.4,97.4,0,0,6,1,6,1,15,2,0,0,---,P371613 TO P876128
03551370_03551391,3-#2_AL_B,180,5.49, BCN,125.4,0,0.4,97.4,0,0,6,1,6,1,15,1,0,0,---,P371613 TO P371614
03551371_03551372,3-#2_AL_B,180,5.69, BCN,125.4,0,10.4,97.3,6,6,0,0,146,34,350,26,0,0,---,P130475 TO P33649
03551371_03551389,3-#2_AL_B,180,5.82, BCN,125.4,0,0.7,97.4,0,0,10,2,10,2,25,1,0,0,---,P130475 TO P130476
03551372_03551373,3-#2_AL_B,180,5.96, BCN,125.4,0,8.9,97.3,5,5,10,2,125,29,300,20,0,0,---,P33649 TO P875263
03551372_03551387,3-#2_AL_B,180,5.95, BCN,125.4,0,0.7,97.4,0,0,10,2,10,2,25,3,0,0,---,P33649 TO P33650
03551372_03551388,3-#2_AL_B,180,5.74, BCN,125.4,0,0.7,97.4,0,0,10,2,10,2,25,3,0,0,---,P33649 TO P130565
03551373_03551374,3-#2_AL_B,180,6.12, BCN,125.3,0,8.1,97.3,5,5,0,0,115,27,275,18,0,0,---,P875263 TO P875264
03551374_03551375,3-#2_AL_B,180,6.16, BCN,125.3,0,2.2,97.4,1,1,0,0,31,7,75,6,0,0,---,P875264 TO P876480
03551374_03551378,3-#2_AL_B,180,6.28, BCN,125.3,0,5.9,97.4,3,3,10,2,83,20,200,12,0,0,---,P875264 TO P876517
03551375_03551376,3-#2_AL_B,180,6.17, BCN,125.3,0,0.7,97.4,0,0,10,2,10,2,25,3,0,0,---,P876480 TO CG199999
03551375_03551377,3-#2_AL_B,180,6.38, BCN,125.3,0,1.5,97.4,1,1,21,5,21,5,50,3,0,0,---,P876480 TO P877291
03551378_03551379,3-#2_AL_B,180,6.46, BCN,125.3,0,5.2,97.4,3,3,0,0,73,17,175,9,0,0,---,P876517 TO P876518
03551379_03551380,3-#2_AL_B,180,6.61, BCN,125.3,0,2.2,97.4,1,1,0,0,31,7,75,8,0,0,---,P876518 TO P876852
03551379_03551385,3-#2_AL_B,180,6.5, BCN,125.3,0,3,97.4,2,2,0,0,42,10,100,1,0,0,---,P876518 TO P876560
03551380_03551381,3-#2_AL_B,180,6.7, BCN,125.3,0,2.2,97.4,1,1,10,2,31,7,75,8,0,0,---,P876852 TO P876853
03551381_03551382,3-#2_AL_B,180,6.8, BCN,125.3,0,1.5,97.4,1,1,0,0,21,5,50,4,0,0,---,P876853 TO P30231
03551382_03551383,3-#2_AL_B,180,6.98, BCN,125.3,0,1.5,97.4,1,1,0,0,21,5,50,4,0,0,---,P30231 TO P876854
03551601_03551602,3-#4_CU_B,180,4.17, BCN,125.6,0,0.3,97.4,0,0,4,1,4,1,10,1,0,0,---,P276957 TO P574822
03551601_03551603,3-#2A5005C,180,4.04, BCN,125.6,0,1.1,97.4,1,1,0,0,16,4,37,4,0,0,---,P276957 TO P677306
03551603_03551604,3-#2A5005C,180,4.2, BCN,125.6,0,1.1,97.4,1,1,16,4,16,4,37,4,0,0,---,P677306 TO P772317
03551701_03551702,3-#4_CU_B,180,4.37,A CN,125.6,0,6.8,97.3,4,4,0,0,96,23,230,18,0,0,---,P678713 TO P876820
03551702_03551703,3-#4_CU_B,180,4.45,A CN,125.6,0,6.8,97.3,4,4,0,0,96,23,230,18,0,0,---,P876820 TO P678714
03551703_03551704,3-#2_AL_B,180,4.64,A CN,125.6,0,0.7,97.3,0,0,0,0,10,2,25,1,0,0,---,P678714 TO P878931
03551703_03551708,3-#4_CU_B,180,4.83,A CN,125.6,0,6.1,97.3,3,3,0,0,86,20,205,17,0,0,---,P678714 TO P678715
03551704_03551705,3-#2_AL_B,180,4.84,A CN,125.6,0,0.7,97.3,0,0,0,0,10,2,25,1,0,0,---,P878931 TO P878932
03551705_03551706,3-#2_AL_B,180,4.98,A CN,125.6,0,0.7,97.3,0,0,0,0,10,2,25,1,0,0,---,P878932 TO P878933
03551706_03551707,3-#2_AL_B,180,4.99,A CN,125.6,0,0.7,97.3,0,0,10,2,10,2,25,1,0,0,---,P878933 TO CG199999
03551708_03551709,3-#4_CU_B,180,4.97,A CN,125.6,0,3.4,97.3,2,2,0,0,48,11,115,15,0,0,---,P678715 TO P164291
03551708_03551715,3-#4_CU_B,180,5.13,A CN,125.6,0,0.4,97.3,0,0,6,2,6,2,15,2,0,0,---,P678715 TO P678716
03551708_03551716,3-#2_CU_B,230,5,A CN,125.6,0,2.2,97.3,1,1,31,7,31,7,75,0,0,0,---,P678715 TO P238820
03552501_03552502,3-336_AL_C,530,6.32,ABCN,125.4,0,94.6,-90.7,18,18,0,0,1863,-864,4519,1003,0,1,---,P75961 TO 355-6R
035527A_035528,3-#4_CU_C,180,6.2,ABCN,125.3,0,75.4,95,42,42,10,2,1555,512,2912,215,0,0,---,355-41R TO P170545
035528_035529,3-#4_CU_C,180,6.39,ABCN,125.2,0.1,74.9,95,42,42,0,0,1544,509,2887,210,1,0,---,P170545 TO P33580
035529_035530,3-#4_CU_C,180,6.43,ABCN,125.2,0,74.4,95,41,41,10,2,1533,506,2862,209,0,0,---,P33580 TO P574573
035530_035531,3-#4_CU_C,180,6.63,ABCN,125.2,0.1,73.9,94.9,41,41,0,0,1522,503,2837,208,1,1,---,P574573 TO P574572
035531_035532,3-#4_CU_C,180,6.85,ABCN,125.1,0.1,73.9,94.9,41,41,0,0,1521,503,2837,208,1,1,---,P574572 TO P108521
035532_03553207,3-#4_CU_C,180,6.9,ABCN,125.1,0,2,97.3,1,1,0,0,42,10,100,7,0,0,---,P108521 TO P671940
