Section - Id,Fault - Location,Phase - Conductor,Dist - kFt,Phase - Config,Nominal - kV,Symmetrical Amps - LG Min,Symmetrical Amps - LG Max,Symmetrical Amps - LL,Symmetrical Amps - LLG,Symmetrical Amps - 3Ph,Cumulative Impedance (Ohms) - R1,Cumulative Impedance (Ohms) - X1,Cumulative Impedance (Ohms) - R0,Cumulative Impedance (Ohms) - X0,Asymmetrical Amps - LG Min,Asymmetrical Amps - LG Max,Asymmetrical Amps - LL,Asymmetrical Amps - LLG,Asymmetrical Amps - 3Ph Avg,Asymmetrical Amps - 3Ph Max
090922_090923,Z12839 TO Z817057,3-3/0_AL_C,5.35,ABCN,12,171,3383,3762,4009,4345,0.4896,1.5177,0.7425,2.862,171,4538,4943,5377,5051,5707
090923_090924,Z817057 TO Z12838,3-3/0_AL_C,5.56,ABCN,12,170,3283,3684,3918,4254,0.5112,1.5464,0.775,2.9777,170,4391,4815,5241,4930,5559
090924_090925,Z12838 TO Z617248,3-3/0_AL_C,5.79,ABCN,12,170,3174,3597,3818,4153,0.5361,1.5797,0.8126,3.1116,170,4232,4674,5091,4797,5397
090925_09092501,Z617248 TO P617249,3-#2_AL_C,5.97,ABCN,12,170,3081,3509,3721,4052,0.5841,1.607,0.8704,3.216,170,4063,4492,4907,4638,5186
090925_090926,Z617248 TO Z12837,3-3/0_AL_C,6.01,ABCN,12,170,3078,3519,3729,4063,0.5594,1.6109,0.8478,3.237,170,4094,4549,4959,4678,5253
090926_090927,Z12837 TO Z817056,3-3/0_AL_C,6.28,ABCN,12,170,2969,3427,3626,3957,0.588,1.6492,0.891,3.3909,170,3936,4405,4807,4541,5087
090927_090928,Z817056 TO Z12836,3-3/0_AL_C,6.56,ABCN,12,170,2864,3338,3525,3854,0.6174,1.6884,0.9353,3.5488,170,3786,4266,4660,4407,4926
090928_090929,Z12836 TO Z817055,3-3/0_AL_C,6.78,ABCN,12,170,2785,3269,3449,3775,0.6408,1.7197,0.9707,3.6748,170,3674,4162,4549,4307,4805
090929_090930,Z817055 TO Z12835,3-3/0_AL_C,7.01,ABCN,12,170,2708,3201,3373,3696,0.6652,1.7523,1.0075,3.8059,170,3564,4058,4440,4206,4686
090930_09093001,Z12835 TO P316885,3-#6_CU_C,7.04,ABCN,12,170,2695,3186,3357,3679,0.6777,1.7571,1.0216,3.8235,170,3537,4024,4406,4178,4647
090930_090931,Z12835 TO Z817054,3-3/0_AL_C,7.23,ABCN,12,169,2637,3138,3303,3623,0.6888,1.7839,1.0431,3.933,169,3464,3962,4339,4114,4575
090931_090932,Z817054 TO Z12834,3-3/0_AL_C,7.45,ABCN,12,169,2570,3077,3236,3553,0.7122,1.8152,1.0785,4.059,169,3370,3871,4243,4026,4470
090932_09093201,Z12834 TO P16456,3-#6_CU_C,7.54,ABCN,12,169,2536,3037,3193,3506,0.7481,1.8288,1.119,4.1093,169,3301,3784,4156,3951,4370
090932_090933,Z12834 TO Z12833,3-3/0_AL_C,7.91,ABCN,12,169,2444,2960,3107,3418,0.7601,1.8792,1.1507,4.3161,169,3193,3699,4060,3857,4271
090933_09093301,Z12833 TO P316886,3-#6_CU_C,7.95,ABCN,12,169,2427,2939,3085,3394,0.7799,1.8867,1.1731,4.344,169,3159,3654,4016,3818,4219
090933_090934,Z12833 TO Z12832,3-3/0_AL_C,8.36,ABCN,12,169,2328,2850,2987,3291,0.8084,1.9438,1.2236,4.576,169,3033,3539,3891,3700,4086
090934_090935,Z12832 TO Z12831,3-3/0_AL_C,8.78,ABCN,12,169,2231,2756,2884,3182,0.8528,2.0032,1.2907,4.8149,169,2899,3403,3748,3566,3930
090935_090936,Z12831 TO Z112706,3-3/0_AL_C,9.02,ABCN,12,168,2178,2704,2828,3122,0.8786,2.0376,1.3295,4.9534,168,2826,3329,3669,3493,3845
090936_090937,Z112706 TO Z12830,3-3/0_AL_C,9.26,ABCN,12,168,2130,2656,2776,3066,0.9035,2.0709,1.3672,5.0874,168,2759,3261,3597,3425,3765
090937_09093701,Z12830 TO P16448,3-#6_CU_C,9.43,ABCN,12,168,2083,2594,2711,2995,0.9748,2.0979,1.4477,5.1876,168,2668,3139,3473,3317,3624
090937_090938,Z12830 TO Z112707,3-3/0_AL_C,9.47,ABCN,12,168,2087,2612,2729,3017,0.9264,2.1016,1.4018,5.2107,168,2701,3200,3532,3365,3695
090938_090939,Z112707 TO Z12829,3-3/0_AL_C,9.7,ABCN,12,168,2044,2570,2683,2967,0.95,2.133,1.4373,5.3373,168,2643,3140,3468,3305,3626
090939_09093901,Z12829 TO P110644,3-#6_CU_C,9.73,ABCN,12,168,2035,2557,2670,2953,0.9651,2.1388,1.4544,5.3585,168,2625,3116,3444,3284,3598
090939_09093903,Z12829 TO P18686,3-#6_CU_C,10,ABCN,12,167,1969,2467,2576,2849,1.0762,2.1809,1.5799,5.5146,167,2498,2944,3269,3131,3400
090939_090940,Z12829 TO Z112708,3-3/0_AL_C,9.95,ABCN,12,168,1998,2522,2632,2912,0.9769,2.169,1.478,5.4821,168,2580,3075,3398,3240,3550
090940_090941,Z112708 TO Z12828,3-3/0_AL_C,10.14,ABCN,12,168,1964,2487,2594,2872,0.9973,2.1964,1.5088,5.5921,168,2534,3026,3347,3191,3494
090941_090942,Z12828 TO P814881,3-3/0_AL_C,10.25,ABCN,12,168,1946,2468,2574,2850,1.0087,2.2115,1.526,5.6531,168,2509,3000,3319,3165,3464
090942_09094201,P814881 TO P814882,3-#2_AL_B,10.35,AB N,12,168,1926,2443,2548,---,1.0349,2.2268,1.5574,5.709,168,2476,2957,3275,---,---
090942_090943,P814881 TO Z112709,3-3/0_AL_C,10.37,ABCN,12,168,1925,2447,2551,2826,1.0216,2.2288,1.5455,5.7227,168,2481,2971,3288,3136,3431
090943_090944,Z112709 TO Z12827,3-3/0_AL_C,10.61,ABCN,12,167,1888,2407,2509,2780,1.0464,2.262,1.5829,5.8561,167,2430,2916,3230,3081,3368
090944_090945,Z12827 TO Z112710,3-3/0_AL_C,10.83,ABCN,12,167,1852,2370,2469,2737,1.0705,2.2942,1.6193,5.9855,167,2382,2865,3175,3030,3309
090945_090946,Z112710 TO Z12826,3-3/0_AL_C,11.07,ABCN,12,167,1817,2332,2428,2693,1.0955,2.3276,1.657,6.12,167,2334,2814,3121,2978,3250
090946_09094601,Z12826 TO P316887,3-#6_CU_C,11.11,ABCN,12,167,1808,2320,2416,2679,1.1131,2.3343,1.6768,6.1446,167,2318,2791,3097,2958,3223
090946_090947,Z12826 TO Z515458,3-3/0_AL_C,11.38,ABCN,12,167,1772,2285,2378,2638,1.1283,2.3714,1.7065,6.2961,167,2275,2750,3052,2913,3175
090947_090948,Z515458 TO Z12825,3-3/0_AL_C,11.51,ABCN,12,167,1754,2265,2357,2616,1.1422,2.39,1.7274,6.3708,167,2250,2723,3023,2887,3145
090948_09094801,Z12825 TO P110645,3-#2A5005C,11.56,AB N,12,167,1745,2253,2344,---,1.1588,2.3979,1.747,6.4019,167,2234,2702,3001,---,---
090948_090949,Z12825 TO Z817053,3-3/0_AL_C,11.73,ABCN,12,167,1724,2233,2322,2579,1.1654,2.421,1.7625,6.4957,167,2210,2680,2977,2843,3095
090949_090950,Z817053 TO Z12824,3-3/0_AL_C,11.95,ABCN,12,167,1695,2201,2288,2542,1.1891,2.4528,1.7983,6.6234,167,2171,2638,2931,2800,3046
090950_09095001,Z12824 TO P111004,3-#6_CU_C,12.03,ABCN,12,167,1682,2182,2268,2519,1.2204,2.4646,1.8337,6.6674,167,2146,2602,2894,2767,3004
090950_09095021,Z12824 TO P236607,3-#2_AL_C,12.03,ABCN,12,167,1683,2186,2273,2524,1.2092,2.4641,1.8224,6.6669,167,2152,2612,2905,2776,3016
090950_090951,Z12824 TO Z16445,3-3/0_AL_C,12.18,ABCN,12,167,1666,2169,2255,2505,1.2136,2.4855,1.8353,6.7551,167,2132,2595,2886,2757,2997
090951_09095101,Z16445 TO P319096,3-#6_CU_B,12.29,A CN,12,166,1648,2142,2227,---,1.2576,2.5027,1.885,6.8159,166,2098,2546,2835,---,---
090951_09095102,Z16445 TO P16446,3-#6_CU_C,12.27,ABCN,12,166,1651,2148,2232,2480,1.2487,2.4988,1.875,6.8044,166,2105,2556,2845,2721,2951
090951_090952,Z16445 TO Z12823,3-3/0_AL_C,12.48,ABCN,12,166,1630,2129,2212,2459,1.2451,2.5276,1.8828,6.9245,166,2084,2542,2829,2703,2936
090952_09095201,Z12823 TO P318970,3-#6_CU_C,12.52,ABCN,12,166,1624,2121,2204,2449,1.2593,2.533,1.8989,6.9444,166,2073,2527,2813,2689,2918
090952_09095206,Z12823 TO P112413,3-#2_AL_B,12.58,AB N,12,166,1616,2110,2192,---,1.2718,2.5432,1.9149,6.9815,166,2060,2511,2796,---,---
090952_090953,Z12823 TO Z12822,3-3/0_AL_C,12.84,ABCN,12,166,1589,2084,2164,2406,1.2826,2.5778,1.9395,7.1263,166,2030,2482,2764,2642,2866
090953_09095301,Z12822 TO P618857,3-#6_CU_C,12.87,ABCN,12,166,1583,2075,2155,2396,1.2981,2.5836,1.9569,7.148,166,2019,2466,2748,2627,2848
090953_090954,Z12822 TO Z18501,3-636_AL_C,13.03,ABCN,12,166,1571,2068,2146,2388,1.288,2.6003,1.9551,7.2305,166,2009,2466,2746,2623,2847
090954_09095401,Z18501 TO P114750,3-#6_CU_C,13.12,ABCN,12,166,1557,2046,2124,2363,1.3269,2.6151,1.9991,7.2853,166,1982,2426,2705,2587,2802
090954_09095494,Z18501 TO P18502,3-#6_CU_B,13.1,AB N,12,166,1560,2051,2129,---,1.3182,2.6121,1.9892,7.2722,166,1989,2435,2714,---,---
090954_090955,Z18501 TO P188058,3-636_AL_C,13.19,ABCN,12,166,1556,2054,2131,2372,1.2926,2.6199,1.9688,7.3212,166,1992,2451,2729,2606,2830
090955_090956,P188058 TO 909-5,3-636_AL_C,13.33,ABCN,12,166,1543,2042,2119,2358,1.2966,2.6364,1.9802,7.3977,166,1978,2439,2716,2593,2817
0909801_0909802,P217478 TO P217479,3-#6_CU_B,2.68,A CN,12,172,5496,5049,5678,---,0.3134,1.1462,0.422,1.3408,172,7389,6862,7634,---,---
0909802_0909803,P217479 TO P217480,3-#6_CU_B,2.93,A CN,12,171,5070,4765,5313,---,0.4189,1.1873,0.541,1.4863,171,6515,6140,6828,---,---
0909804_0909805,P113394 TO P113395,3-#6_CU_C,2.96,ABCN,12,171,5022,4743,5279,5476,0.4313,1.1893,0.5551,1.5098,171,6424,6074,6753,6270,7013
0909805_0909806,P113395 TO P113396,3-#6_CU_C,3.27,ABCN,12,171,4579,4421,4884,5105,0.5577,1.2372,0.6978,1.6872,171,5624,5388,5999,5678,6222
0909806_0909807,P113396 TO P113397,3-#6_CU_C,3.57,ABCN,12,170,4198,4124,4529,4761,0.6831,1.2847,0.8394,1.8634,170,5000,4838,5395,5182,5586
0909807_0909808,P113397 TO P219619,3-#6_CU_C,3.98,ABCN,12,169,3757,3755,4101,4336,0.8551,1.3499,1.0336,2.1049,169,4336,4237,4735,4618,4893
0909807_0909809,P113397 TO P113398,3-#6_CU_B,3.77, BCN,12,170,3970,3934,4309,---,0.768,1.3178,0.9352,1.9805,170,4650,4520,5047,---,---
0909809_0909810,P113398 TO P113399,3-#6_CU_B,4.08, BCN,12,169,3661,3667,4003,---,0.8971,1.3682,1.081,2.1588,169,4200,4108,4592,---,---
0909810_0909811,P113399 TO P113400,3-#6_CU_B,4.22, BCN,12,169,3531,3552,3872,---,0.9575,1.3918,1.1493,2.2422,169,4018,3940,4405,---,---
0909812_0909813,P113298 TO P113299,3-#6_CU_C,2.74,ABCN,12,172,5391,4989,5595,5761,0.3384,1.1541,0.4501,1.3792,172,7163,6686,7434,6779,7721
0909813_0909814,P113299 TO P113300,3-#6_CU_C,2.99,ABCN,12,171,4986,4718,5248,5448,0.4409,1.1929,0.5658,1.5232,171,6356,6016,6689,6221,6947
FU 090922_090922A,Z12839,Device Conductor 30A,5.11,ABCN,12,171,3515,3864,4126,4461,0.4631,1.4823,0.7025,2.7195,171,4733,5110,5556,5208,5901
FU 09093903_09093903A,P18686,Device Conductor 60A,10.01,ABCN,12,167,1969,2467,2576,2849,1.0762,2.1809,1.5799,5.5146,167,2498,2944,3269,3131,3400
FU 090949_090949A,Z817053,Device Conductor 60A,11.74,  CN,12,167,1724,---,---,---,1.1654,2.421,1.7625,6.4957,167,2210,---,---,---,---
FU 09095001_09095001A,P111004,Device Conductor 30A,12.04,ABCN,12,167,1682,2182,2268,2519,1.2204,2.4646,1.8337,6.6674,167,2146,2602,2894,2767,3004
FU 09095102_09095102A,P16446,Device Conductor 15A,12.28,ABCN,12,166,1651,2148,2232,2480,1.2487,2.4988,1.875,6.8044,166,2105,2556,2845,2721,2951
SW 090935_103033AN,TS 909-T1-1030,Device Conductor 600A,8.79,ABCN,12,169,2231,2756,2884,3182,0.8528,2.0032,1.2907,4.8149,169,2899,3403,3748,3566,3930
SW 090956_090956A,909-5,Device Conductor 600A,13.34,ABCN,12,166,1543,2042,2119,2358,1.2966,2.6364,1.9802,7.3977,166,1978,2439,2716,2593,2817
SW 090956A_103055AN,TS 909-T3-1030,Device Conductor 600A,13.35,ABCN,12,166,1543,2042,2119,2358,1.2966,2.6364,1.9802,7.3977,166,1978,2439,2716,2593,2817
09091301_09091302,P311110 TO P311111,3-#6_CU_C,4.14,ABCN,12,171,4073,4223,4571,4877,0.4432,1.3498,0.6303,2.1733,171,5391,5528,6050,5657,6383
09091601_09091602,P318216 TO P318217,3-#6_CU_B,4.66, BCN,12,171,3710,3958,4254,---,0.5151,1.4258,0.7303,2.4674,171,4847,5073,5558,---,---
09091602_09091603,P318217 TO P318218,3-#6_CU_B,4.8, BCN,12,170,3592,3848,4131,---,0.5753,1.4493,0.7983,2.5505,170,4614,4829,5307,---,---
09091603_09091604,P318218 TO P318219,3-#6_CU_B,5.14, BCN,12,170,3336,3601,3859,---,0.7161,1.5042,0.9574,2.745,170,4143,4334,4793,---,---
09092101_09092102,P118742 TO P238851,3-#6_CU_C,5.24,ABCN,12,170,3387,3724,3977,4301,0.5711,1.5064,0.8177,2.8016,170,4408,4722,5175,4895,5453
09092102_09092103,P238851 TO P16465,3-#6_CU_C,5.31,ABCN,12,170,3338,3676,3923,4245,0.6008,1.5177,0.8513,2.8433,170,4311,4616,5067,4803,5330
090922A_09092201,Z12839 TO P413487,3-#4_CU_B,5.22,AB N,12,171,3449,3805,4061,---,0.4904,1.4986,0.7354,2.7787,171,4610,4984,5427,---,---
09092501_09092502,P617249 TO P617250,3-#2_AL_B,6.21,AB N,12,170,2967,3396,3598,---,0.6472,1.6439,0.9461,3.3506,170,3860,4270,4681,---,---
09092502_09092503,P617250 TO P617251,3-#2_AL_B,6.44,AB N,12,169,2861,3291,3483,---,0.7089,1.6799,1.0203,3.4823,169,3679,4072,4478,---,---
09093001_09093002,P316885 TO P216612,3-#6_CU_C,7.31,ABCN,12,169,2580,3053,3216,3525,0.7897,1.7995,1.1481,3.9808,169,3310,3744,4125,3935,4323
09093002_09093003,P216612 TO P216613,3-#6_CU_C,7.63,ABCN,12,168,2453,2902,3056,3351,0.9227,1.8499,1.2982,4.1675,168,3074,3455,3829,3678,3990
09093003_09093004,P216613 TO P617232,3-#2_AL_B,7.75,AB N,12,168,2414,2859,3009,---,0.9552,1.8689,1.3374,4.237,168,3011,3384,3754,---,---
09093201_09093202,P16456 TO P511918,3-#6_CU_C,7.75,ABCN,12,169,2454,2938,3089,3393,0.8372,1.8626,1.2196,4.2344,169,3141,3583,3954,3775,4138
09093202_09093203,P511918 TO P16457,3-#6_CU_C,7.85,ABCN,12,169,2419,2896,3044,3344,0.8765,1.8775,1.2639,4.2896,169,3075,3501,3869,3702,4042
09093203_09093204,P16457 TO P16458,3-#6_CU_C,8.15,ABCN,12,168,2312,2764,2905,3191,1.0032,1.9255,1.407,4.4675,168,2879,3257,3618,3482,3761
09093204_09093205,P16458 TO P16459,3-#6_CU_C,8.46,ABCN,12,167,2209,2635,2770,3043,1.1332,1.9748,1.5539,4.6502,167,2701,3039,3387,3280,3509
09093205_09093206,P16459 TO P16460,3-#6_CU_C,8.71,ABCN,12,167,2133,2540,2669,2933,1.2357,2.0136,1.6695,4.794,167,2575,2886,3223,3136,3332
09093206_09093207,P16460 TO P16461,3-#6_CU_C,8.91,ABCN,12,167,2072,2463,2589,2844,1.3218,2.0462,1.7668,4.9149,167,2478,2768,3095,3023,3196
09093207_09093208,P16461 TO P16462,3-#6_CU_C,9.02,ABCN,12,166,2042,2425,2549,2800,1.3664,2.0631,1.8172,4.9776,166,2430,2711,3033,2967,3130
09093208_09093209,P16462 TO P16463,3-#2_AL_C,9.31,ABCN,12,166,1976,2349,2468,2713,1.4435,2.1069,1.9098,5.1451,166,2338,2608,2920,2864,3012
09093208_09093216,P16462 TO P16692,3-#6_CU_C,9.48,ABCN,12,166,1921,2270,2387,2621,1.5575,2.1356,2.033,5.246,166,2245,2489,2789,2749,2874
09093209_09093210,P16463 TO P810437,3-#2_AL_C,9.55,ABCN,12,166,1924,2289,2404,2643,1.5085,2.1438,1.988,5.2862,166,2266,2527,2832,2782,2918
09093210_09093211,P810437 TO P108052,3-#2_AL_C,9.75,ABCN,12,166,1883,2242,2354,2588,1.5616,2.1739,2.0518,5.4016,166,2210,2465,2763,2719,2847
09093211_09093212,P108052 TO P108053,3-#2_AL_C,10.04,ABCN,12,165,1827,2176,2285,2513,1.6382,2.2175,2.1439,5.568,165,2134,2380,2669,2632,2749
09093212_09093213,P108053 TO P108054,3-#2_AL_C,10.34,ABCN,12,165,1771,2111,2216,2437,1.7194,2.2635,2.2415,5.7443,165,2059,2297,2576,2546,2652
09093213_09093214,P108054 TO P108055,3-#2_AL_C,10.65,ABCN,12,164,1718,2049,2150,2366,1.8008,2.3098,2.3394,5.9212,164,1989,2218,2489,2465,2562
09093214_09093215,P108055 TO P108056,3-#2_AL_C,10.86,ABCN,12,164,1682,2006,2105,2317,1.8587,2.3427,2.4091,6.0471,164,1942,2166,2430,2410,2501
09093301_09093302,P316886 TO P312470,3-#6_CU_C,8.08,ABCN,12,169,2383,2885,3028,3332,0.8313,1.9062,1.2311,4.4162,169,3072,3543,3905,3722,4091
09093302_09093303,P312470 TO P711131,3-#2_AL_B,8.38,AB N,12,168,2294,2784,2921,---,0.9114,1.953,1.3274,4.5872,168,2924,3366,3722,---,---
09093303_09093304,P711131 TO P711132,3-#2_AL_B,8.66,AB N,12,168,2216,2693,2824,---,0.9875,1.9974,1.4189,4.7496,168,2795,3212,3562,---,---
09093701_09093702,P16448 TO P16449,3-#6_CU_C,9.75,ABCN,12,167,1998,2480,2592,2863,1.1109,2.1495,1.6013,5.3786,167,2509,2928,3257,3128,3381
09093901_09093902,P110644 TO P19169,3-#6_CU_C,9.86,ABCN,12,168,2003,2514,2625,2902,1.0183,2.1589,1.5145,5.4333,168,2563,3031,3358,3209,3500
09093903A_09093904,P18686 TO P611849,3-#6_CU_C,10.16,ABCN,12,167,1932,2418,2525,2792,1.1394,2.2048,1.6512,5.6033,167,2431,2855,3176,3050,3296
09093904_09093905,P611849 TO P413199,3-#6_CU_C,10.4,ABCN,12,167,1876,2340,2444,2702,1.2414,2.2435,1.7664,5.7465,167,2330,2721,3036,2926,3141
09093905_09093906,P413199 TO P413200,3-#6_CU_B,10.61,A CN,12,166,1831,2278,2379,---,1.3258,2.2764,1.8617,5.8631,166,2252,2618,2926,---,---
09093905_09093907,P413199 TO P18688,3-#6_CU_C,10.62,ABCN,12,166,1829,2276,2377,2628,1.3296,2.2769,1.866,5.8704,166,2249,2614,2922,2826,3018
09093907_09093908,P18688 TO P419898,3-#6_CU_B,10.76, BCN,12,166,1799,2234,2333,---,1.3881,2.2997,1.932,5.9512,166,2198,2547,2851,---,---
09093907_09093911,P18688 TO P18689,3-#6_CU_C,10.99,ABCN,12,166,1751,2168,2265,2503,1.4847,2.3357,2.0411,6.0882,166,2118,2445,2740,2666,2823
09093908_09093909,P419898 TO P419899,3-#6_CU_B,11.01, BCN,12,166,1746,2160,2257,---,1.4955,2.3416,2.0533,6.0994,166,2110,2433,2727,---,---
09093909_09093910,P419899 TO CG199999,3-#6_CU_B,11.02, BCN,12,166,1744,2157,2254,---,1.4997,2.3432,2.0581,6.1052,166,2106,2428,2722,---,---
09093911_09093912,P18689 TO CG199999,3-#6_CU_C,11,ABCN,12,166,1749,2165,2262,2500,1.4888,2.3373,2.0458,6.0941,166,2115,2440,2735,2661,2818
09093911_09093913,P18689 TO P18690,3-#6_CU_C,11.34,ABCN,12,165,1682,2072,2165,2392,1.6331,2.3919,2.2087,6.2966,165,2006,2301,2583,2527,2658
09093913_09093914,P18690 TO P244964,3-#6_CU_C,11.48,ABCN,12,165,1656,2037,2129,2352,1.6897,2.4134,2.2727,6.3762,165,1967,2251,2528,2477,2599
09093914_09093915,P244964 TO P18691,3-#6_CU_C,11.65,ABCN,12,164,1625,1993,2083,2301,1.7628,2.4411,2.3552,6.4789,164,1918,2189,2459,2416,2528
09093915_09093916,P18691 TO P18692,3-#6_CU_C,12.09,ABCN,12,164,1550,1889,1976,2181,1.9456,2.5103,2.5615,6.7354,164,1805,2048,2301,2274,2365
09093915_09093921,P18691 TO P18693,3-#6_CU_C,11.95,ABCN,12,164,1573,1921,2009,2218,1.8882,2.4886,2.4968,6.6549,164,1839,2090,2349,2317,2414
09093916_09093917,P18692 TO P112991,3-#6_CU_C,12.42,ABCN,12,163,1496,1816,1900,2097,2.0856,2.5634,2.7197,6.9321,163,1727,1951,2192,2176,2253
09093917_09093918,P112991 TO P112992,3-#6_CU_C,12.76,ABCN,12,162,1446,1747,1828,2017,2.2258,2.6165,2.878,7.129,162,1656,1863,2093,2085,2152
